L_ORDERKEY | L_PARTKEY | L_SUPPKEY | L_LINENUMBER | L_QUANTITY | L_EXTENDEDPRICE | L_DISCOUNT | L_TAX | L_RETURNFLAG | L_LINESTATUS | L_SHIPDATE | L_COMMITDATE | L_RECEIPTDATE | L_SHIPINSTRUCT | L_SHIPMODE | L_COMMENT
14631|189|10|2|9|9802.62|0.05|0.01|N|O|1997-05-01|1997-07-02|1997-05-19|TAKE BACK RETURN|FOB|ges around the furiously special requests 
14656|179|30|1|21|22662.57|0.09|0.00|N|O|1998-01-23|1997-12-23|1998-02-15|DELIVER IN PERSON|AIR|lar deposits. fluffily regular accounts w
14657|102|13|1|49|49102.90|0.04|0.08|A|F|1994-03-23|1994-04-18|1994-03-29|COLLECT COD|SHIP| pinto beans boost fu
14657|71|12|2|50|48553.50|0.09|0.03|A|F|1994-05-07|1994-05-06|1994-05-28|TAKE BACK RETURN|REG AIR|lar platelet
14658|291|22|1|3|3573.87|0.04|0.00|R|F|1994-04-08|1994-06-25|1994-05-03|COLLECT COD|TRUCK|ravely regular pinto beans. b
14658|40|11|2|40|37601.60|0.03|0.07|A|F|1994-04-10|1994-05-21|1994-05-01|DELIVER IN PERSON|REG AIR|among the sl
14659|221|10|1|47|52697.34|0.08|0.08|N|O|1998-03-28|1998-04-22|1998-03-30|TAKE BACK RETURN|SHIP| ironic, unu
14659|518|3|2|18|25533.18|0.07|0.04|N|O|1998-06-08|1998-05-01|1998-06-20|TAKE BACK RETURN|FOB|ites. carefully 
14659|136|17|3|16|16578.08|0.07|0.06|N|O|1998-05-06|1998-04-27|1998-05-22|COLLECT COD|TRUCK|s cajole carefully above the 
14659|263|24|4|11|12795.86|0.03|0.02|N|O|1998-06-01|1998-05-04|1998-06-05|COLLECT COD|REG AIR|sleep finally fo
14660|378|27|1|48|61361.76|0.10|0.04|N|O|1997-06-10|1997-07-02|1997-06-19|COLLECT COD|SHIP|accounts. slyly clos
14660|135|8|2|12|12421.56|0.04|0.07|N|O|1997-08-26|1997-08-09|1997-09-05|NONE|REG AIR|dolites are furiously. slyly ironic accou
14660|14|29|3|8|7312.08|0.06|0.07|N|O|1997-06-20|1997-08-10|1997-06-27|NONE|FOB|ymptotes haggl
14660|517|20|4|39|55282.89|0.08|0.08|N|O|1997-06-07|1997-08-20|1997-07-06|DELIVER IN PERSON|REG AIR|en requests. the
14661|82|23|1|32|31426.56|0.00|0.02|R|F|1993-03-30|1993-03-24|1993-04-18|DELIVER IN PERSON|FOB|symptotes use. 
14662|211|30|1|17|18890.57|0.02|0.03|N|O|1996-01-08|1995-12-22|1996-01-21|TAKE BACK RETURN|TRUCK|across the c
14662|211|14|2|4|4444.84|0.09|0.04|N|O|1996-01-05|1996-01-01|1996-01-20|TAKE BACK RETURN|TRUCK|lent requests integr
14662|509|23|3|19|26780.50|0.03|0.05|N|O|1995-11-21|1996-02-01|1995-12-16|COLLECT COD|REG AIR|y final, ironic instructions. 
14662|395|6|4|18|23317.02|0.00|0.01|N|O|1996-02-15|1995-12-31|1996-02-19|TAKE BACK RETURN|AIR|unts. express pinto beans c
14662|164|15|5|48|51079.68|0.01|0.04|N|O|1995-11-21|1996-01-21|1995-12-13|DELIVER IN PERSON|RAIL|lar packages nag about the ca
14662|340|5|6|41|50853.94|0.07|0.07|N|O|1996-02-18|1996-01-13|1996-03-09|TAKE BACK RETURN|AIR|he fluffily regular Ti
14663|383|2|1|36|46201.68|0.06|0.03|A|F|1993-02-02|1992-12-23|1993-02-23|COLLECT COD|SHIP|elets. slyly
14663|458|23|2|1|1358.45|0.00|0.01|A|F|1993-02-02|1992-12-21|1993-03-01|DELIVER IN PERSON|MAIL|ges wake fluffily.
14688|4|26|1|11|9944.00|0.04|0.08|N|O|1997-06-19|1997-04-04|1997-07-09|COLLECT COD|FOB|ies are express packages. unusual
14688|197|1|2|20|21943.80|0.01|0.01|N|O|1997-02-19|1997-04-11|1997-03-08|DELIVER IN PERSON|SHIP|ages along the carefully idle requests wa
14688|520|23|3|10|14205.20|0.02|0.08|N|O|1997-03-14|1997-04-22|1997-04-05|COLLECT COD|AIR|riously even packages sleep a
14688|245|21|4|40|45809.60|0.00|0.00|N|O|1997-04-08|1997-04-06|1997-05-07|DELIVER IN PERSON|SHIP|ruthless packages. furiously special instru
14689|295|28|1|29|34663.41|0.05|0.06|N|O|1998-08-22|1998-09-11|1998-09-09|NONE|TRUCK|ly bold theodolites. t
14689|446|18|2|6|8078.64|0.01|0.06|N|O|1998-08-30|1998-10-19|1998-09-01|COLLECT COD|FOB|tes are quickly regular packages. bold dep
14689|270|1|3|3|3510.81|0.10|0.07|N|O|1998-09-17|1998-10-21|1998-09-27|DELIVER IN PERSON|SHIP|hy requests. unusual, special cou
14690|263|9|1|23|26754.98|0.02|0.03|N|O|1997-09-16|1997-07-31|1997-10-03|COLLECT COD|SHIP| pinto beans. ironic platele
14691|89|9|1|23|22748.84|0.09|0.01|N|O|1998-06-21|1998-05-28|1998-06-28|DELIVER IN PERSON|MAIL|gedly regular ac
14691|136|17|2|42|43517.46|0.08|0.07|N|O|1998-07-26|1998-07-07|1998-08-01|DELIVER IN PERSON|SHIP|hlessly final requests-- unusual t
14692|379|28|1|18|23028.66|0.01|0.00|N|O|1996-06-17|1996-05-15|1996-07-07|NONE|REG AIR|es alongside of the accounts nag according
14692|73|2|2|30|29192.10|0.06|0.02|N|O|1996-05-16|1996-03-29|1996-05-20|NONE|SHIP|arefully always even accounts.
14693|184|1|1|31|33609.58|0.01|0.03|A|F|1995-03-07|1995-02-10|1995-03-09|TAKE BACK RETURN|RAIL|packages are upon the packages. careful
14693|267|28|2|47|54861.22|0.06|0.04|A|F|1995-01-19|1995-02-22|1995-02-05|COLLECT COD|RAIL|ch slyly furio
14693|153|16|3|40|42126.00|0.10|0.03|A|F|1995-04-04|1995-02-25|1995-05-02|COLLECT COD|TRUCK|gainst the express, final accounts. fur
14693|223|12|4|16|17971.52|0.07|0.06|R|F|1995-01-24|1995-04-08|1995-02-13|NONE|FOB|e slyly; quickly f
14693|219|8|5|22|24622.62|0.01|0.07|A|F|1995-02-14|1995-04-07|1995-02-20|TAKE BACK RETURN|REG AIR|hall have to cajo
14694|151|2|1|45|47301.75|0.07|0.05|N|O|1998-11-21|1998-10-22|1998-11-26|DELIVER IN PERSON|SHIP|r, express packages wake. furiously re
14694|494|15|2|17|23706.33|0.04|0.08|N|O|1998-11-01|1998-10-06|1998-11-04|DELIVER IN PERSON|TRUCK|slyly regular foxes. carefully regular
14694|370|8|3|47|59707.39|0.05|0.02|N|O|1998-09-22|1998-10-13|1998-10-10|DELIVER IN PERSON|SHIP| the unusual 
14694|6|14|4|33|29898.00|0.06|0.08|N|O|1998-08-11|1998-09-06|1998-09-10|DELIVER IN PERSON|AIR|rts. slyly even pinto
14694|519|28|5|22|31229.22|0.06|0.02|N|O|1998-09-23|1998-08-30|1998-10-13|COLLECT COD|REG AIR|arefully special excuses. blit
14694|215|6|6|40|44608.40|0.05|0.02|N|O|1998-10-06|1998-10-03|1998-10-14|COLLECT COD|FOB|venly special requ
14694|373|3|7|44|56028.28|0.06|0.07|N|O|1998-11-09|1998-10-25|1998-11-21|NONE|SHIP|the quickly express pinto beans. stealthi
14695|112|23|1|32|32387.52|0.08|0.01|A|F|1992-09-23|1992-10-16|1992-10-01|DELIVER IN PERSON|SHIP|g pinto beans are special theodolites. pend
14695|138|22|2|11|11419.43|0.01|0.00|R|F|1992-11-07|1992-11-20|1992-12-01|COLLECT COD|REG AIR|slyly final account
14695|384|22|3|32|41100.16|0.04|0.04|R|F|1992-10-04|1992-12-01|1992-10-19|COLLECT COD|RAIL|orses. regular theodolites alo
14695|108|29|4|43|43348.30|0.09|0.08|A|F|1992-09-28|1992-10-22|1992-10-24|NONE|AIR|ely regular packages s
14695|467|24|5|43|58800.78|0.06|0.05|A|F|1992-10-08|1992-12-02|1992-10-30|TAKE BACK RETURN|SHIP|lithely express asymptotes af
14720|134|15|1|23|23784.99|0.06|0.00|R|F|1993-10-06|1993-12-01|1993-10-23|TAKE BACK RETURN|RAIL|ges boost slyly sl
14720|469|4|2|4|5477.84|0.00|0.01|A|F|1993-09-11|1993-11-27|1993-09-26|DELIVER IN PERSON|AIR|ly silent requests wake fluf
14720|302|20|3|20|24046.00|0.08|0.06|R|F|1993-11-27|1993-11-09|1993-12-22|NONE|AIR|slyly unusual request
14720|495|25|4|23|32096.27|0.04|0.07|R|F|1993-10-03|1993-11-13|1993-10-29|DELIVER IN PERSON|MAIL|ly ironic foxes cajole furiously. even
14720|558|19|5|48|70010.40|0.10|0.08|A|F|1993-12-05|1993-11-24|1993-12-21|COLLECT COD|FOB|bout the ironic accounts sleep carefu
14721|389|30|1|39|50285.82|0.08|0.08|N|O|1997-07-31|1997-07-28|1997-08-18|TAKE BACK RETURN|REG AIR|ely alongside of the unusual deposits!
14721|456|29|2|37|50188.65|0.08|0.02|N|O|1997-07-06|1997-06-04|1997-07-28|TAKE BACK RETURN|RAIL|eodolites detect carefully ironic pinto 
14721|237|10|3|21|23881.83|0.01|0.06|N|O|1997-06-03|1997-07-21|1997-06-16|NONE|AIR|e blithely sly accounts nag quickly abo
14721|426|28|4|23|30507.66|0.06|0.03|N|O|1997-05-31|1997-07-08|1997-06-16|COLLECT COD|AIR|ess pinto beans cajo
14721|400|11|5|3|3901.20|0.00|0.02|N|O|1997-08-16|1997-07-30|1997-09-06|COLLECT COD|MAIL|lar accounts. blithely ironic 
14722|238|11|1|49|55773.27|0.06|0.01|N|O|1997-07-18|1997-07-14|1997-07-31|DELIVER IN PERSON|REG AIR|ests. unusual requests dete
14722|86|15|2|35|34512.80|0.03|0.08|N|O|1997-06-14|1997-07-31|1997-07-14|NONE|REG AIR|thely according to the 
14722|39|10|3|49|46012.47|0.05|0.03|N|O|1997-08-11|1997-08-01|1997-08-12|TAKE BACK RETURN|SHIP|low foxes. bold deposits against
14722|419|20|4|46|60692.86|0.02|0.03|N|O|1997-05-29|1997-07-28|1997-06-20|COLLECT COD|REG AIR|lyly ironic multi
14722|434|6|5|25|33360.75|0.08|0.06|N|O|1997-09-08|1997-08-11|1997-10-05|NONE|AIR|ar requests. even platelets thrash blithely
14723|86|6|1|34|33526.72|0.02|0.02|N|O|1997-01-16|1997-03-17|1997-02-10|COLLECT COD|TRUCK|ironic accoun
14724|391|2|1|36|46490.04|0.06|0.03|N|O|1996-02-06|1996-02-04|1996-02-11|COLLECT COD|MAIL| regular pinto 
14725|438|10|1|15|20076.45|0.07|0.04|N|O|1995-06-27|1995-07-17|1995-07-24|TAKE BACK RETURN|REG AIR|yly regular packages.
14725|328|20|2|10|12283.20|0.03|0.02|N|O|1995-07-05|1995-07-29|1995-07-20|DELIVER IN PERSON|TRUCK|quickly ironic instruct
14725|238|13|3|14|15935.22|0.04|0.07|N|O|1995-07-08|1995-09-09|1995-07-20|COLLECT COD|RAIL|y ironic dependencies. sl
14725|376|17|4|48|61265.76|0.04|0.00|N|O|1995-09-06|1995-07-28|1995-10-04|DELIVER IN PERSON|SHIP|s cajole furiously permanen
14725|258|19|5|50|57912.50|0.05|0.08|N|O|1995-09-06|1995-08-21|1995-09-29|NONE|MAIL|xpress the
14725|355|26|6|22|27617.70|0.09|0.05|N|O|1995-08-11|1995-08-20|1995-09-09|TAKE BACK RETURN|SHIP| deposits. carefully sp
14725|270|1|7|23|26916.21|0.05|0.06|N|O|1995-06-24|1995-09-07|1995-07-03|COLLECT COD|TRUCK| furiously even theodolites believe bli
14726|334|11|1|30|37029.90|0.09|0.05|A|F|1992-02-16|1992-03-27|1992-02-29|NONE|TRUCK| above the caref
14726|7|29|2|12|10884.00|0.00|0.08|A|F|1992-03-18|1992-02-08|1992-04-16|DELIVER IN PERSON|TRUCK|ar foxes nag sly
14726|277|8|3|30|35318.10|0.08|0.05|R|F|1992-01-13|1992-02-11|1992-01-28|DELIVER IN PERSON|TRUCK|s cajole above the busily 
14727|403|4|1|12|15640.80|0.10|0.05|R|F|1992-10-21|1992-09-01|1992-10-24|DELIVER IN PERSON|MAIL|ilent theodolites sleep sl
14727|364|5|2|11|13907.96|0.03|0.04|R|F|1992-08-03|1992-08-19|1992-08-24|DELIVER IN PERSON|TRUCK|al packages sleep before the flu
14727|169|20|3|16|17106.56|0.03|0.06|A|F|1992-07-31|1992-08-21|1992-08-20|DELIVER IN PERSON|RAIL|y quickly 
14727|162|25|4|38|40362.08|0.08|0.03|R|F|1992-10-26|1992-09-22|1992-11-17|NONE|RAIL|ts haggle slyly asymptotes. i
14752|510|10|1|21|29620.71|0.08|0.02|R|F|1994-02-11|1994-03-19|1994-02-20|NONE|MAIL|y on the blithely regular dep
14753|127|8|1|23|23623.76|0.10|0.01|N|O|1997-01-13|1997-02-16|1997-01-23|DELIVER IN PERSON|SHIP|ptotes against the carefully pending pinto
14753|185|19|2|2|2170.36|0.08|0.06|N|O|1997-04-11|1997-03-31|1997-05-03|NONE|TRUCK|sleep quickly against the
14753|466|23|3|10|13664.60|0.03|0.05|N|O|1997-02-02|1997-03-19|1997-02-03|TAKE BACK RETURN|FOB|ccounts. ironic instructions are fluf
14754|76|14|1|18|17569.26|0.03|0.03|N|O|1996-07-17|1996-08-27|1996-08-10|DELIVER IN PERSON|SHIP|usly final depths wake 
14754|309|1|2|8|9674.40|0.07|0.07|N|O|1996-08-23|1996-08-28|1996-09-03|COLLECT COD|MAIL|sleep carefully according to the regular 
14754|146|30|3|12|12553.68|0.02|0.04|N|O|1996-06-30|1996-09-07|1996-07-16|TAKE BACK RETURN|MAIL|ests cajole fina
14754|419|30|4|3|3958.23|0.06|0.07|N|O|1996-08-16|1996-08-17|1996-08-30|COLLECT COD|MAIL|as. quickly ir
14754|235|24|5|36|40868.28|0.10|0.08|N|O|1996-07-16|1996-08-05|1996-08-10|DELIVER IN PERSON|TRUCK|ncies sublate quickly against the final d
14754|368|9|6|4|5073.44|0.10|0.08|N|O|1996-07-26|1996-08-23|1996-08-03|DELIVER IN PERSON|FOB|lly thin accounts; carefully
14755|97|8|1|48|47860.32|0.05|0.06|A|F|1993-02-24|1993-03-13|1993-03-18|COLLECT COD|TRUCK|s. even theodolites a
14755|565|11|2|47|68881.32|0.01|0.05|R|F|1993-01-20|1993-03-13|1993-02-19|TAKE BACK RETURN|SHIP|y against the furiously brave ins
14755|278|27|3|31|36526.37|0.04|0.07|R|F|1993-04-01|1993-03-23|1993-04-02|DELIVER IN PERSON|AIR|rate regular packages. ca
14755|559|5|4|14|20433.70|0.05|0.06|R|F|1993-01-22|1993-04-04|1993-02-11|NONE|MAIL|le blithely. bold, express deposits a
14755|476|19|5|29|39917.63|0.08|0.08|R|F|1993-04-03|1993-02-11|1993-04-20|COLLECT COD|FOB| sheaves are. furiously even requests
14755|508|8|6|36|50706.00|0.06|0.02|A|F|1993-04-26|1993-04-01|1993-05-17|TAKE BACK RETURN|RAIL|heodolites are. ironic, final theo
14755|44|15|7|30|28321.20|0.06|0.05|A|F|1993-02-19|1993-04-04|1993-03-20|COLLECT COD|AIR|y. ironic, ironic
14756|567|28|1|43|63105.08|0.01|0.02|R|F|1994-11-12|1994-11-06|1994-11-13|COLLECT COD|TRUCK|ldly even packages; blithely ev
14756|254|15|2|23|26547.75|0.05|0.00|A|F|1994-10-05|1994-11-17|1994-10-21|COLLECT COD|REG AIR|tions upon the s
14756|91|22|3|9|8919.81|0.10|0.04|R|F|1994-12-27|1994-10-03|1995-01-11|TAKE BACK RETURN|AIR| regular asymptotes wake furiousl
14756|338|3|4|6|7429.98|0.01|0.08|A|F|1994-10-09|1994-11-25|1994-10-14|NONE|AIR|he bold accounts boost slyly 
14757|409|30|1|43|56304.20|0.00|0.03|N|O|1998-04-14|1998-03-21|1998-05-11|TAKE BACK RETURN|REG AIR|tes are fluffily a
14758|341|18|1|8|9930.72|0.09|0.07|R|F|1994-01-28|1994-01-04|1994-02-22|COLLECT COD|AIR|se alongside of the 
14758|341|6|2|9|11172.06|0.10|0.08|R|F|1994-02-06|1994-01-10|1994-02-12|DELIVER IN PERSON|AIR|al deposits wake blit
14758|255|1|3|6|6931.50|0.04|0.03|A|F|1994-02-21|1994-01-04|1994-03-20|COLLECT COD|TRUCK|efully furiously r
14758|79|29|4|2|1958.14|0.00|0.06|R|F|1993-12-13|1994-01-18|1994-01-02|DELIVER IN PERSON|MAIL|posits nag quic
14758|517|26|5|5|7087.55|0.10|0.07|R|F|1994-01-03|1993-12-24|1994-01-20|DELIVER IN PERSON|RAIL|ial, pending deposits haggl
14759|419|30|1|19|25068.79|0.01|0.03|N|O|1997-04-24|1997-03-22|1997-05-08|COLLECT COD|MAIL| furiously ironic pinto beans cajole expres
14759|108|29|2|13|13105.30|0.09|0.06|N|O|1997-02-19|1997-03-31|1997-03-05|DELIVER IN PERSON|RAIL| pinto beans. quickly express attainme
14784|159|16|1|36|38129.40|0.05|0.03|R|F|1992-05-11|1992-04-23|1992-05-19|DELIVER IN PERSON|FOB|r special accounts. fu
14784|343|20|2|11|13676.74|0.05|0.01|R|F|1992-05-23|1992-05-31|1992-06-05|DELIVER IN PERSON|FOB|ously furiously special instructi
14784|72|22|3|21|20413.47|0.03|0.08|R|F|1992-04-10|1992-04-15|1992-04-27|COLLECT COD|AIR|ccounts haggle furiously beyond the regu
14784|324|12|4|18|22037.76|0.03|0.02|R|F|1992-05-20|1992-05-21|1992-06-02|DELIVER IN PERSON|RAIL|lithely. blithely ironic dependencies bo
14784|567|28|5|24|35221.44|0.06|0.08|R|F|1992-07-03|1992-05-30|1992-08-01|TAKE BACK RETURN|RAIL|n packages. enticing dolphins sleep. ca
14784|384|3|6|37|47522.06|0.07|0.00|A|F|1992-06-29|1992-05-26|1992-07-01|COLLECT COD|SHIP|ic accounts. bold excuses integrate careful
14785|343|2|1|3|3730.02|0.03|0.07|A|F|1994-12-22|1994-12-03|1995-01-10|NONE|RAIL|thy platelets wake.
14785|42|21|2|2|1884.08|0.01|0.05|A|F|1994-10-18|1994-12-07|1994-11-15|DELIVER IN PERSON|MAIL|uriously silent inst
14785|458|1|3|3|4075.35|0.02|0.06|A|F|1995-01-05|1995-01-01|1995-01-24|TAKE BACK RETURN|MAIL|theodolites are care
14785|299|18|4|1|1199.29|0.01|0.08|R|F|1994-12-28|1994-12-31|1995-01-12|TAKE BACK RETURN|FOB|ages affix furiously excuses. 
14785|418|29|5|21|27686.61|0.04|0.02|R|F|1994-11-05|1994-11-30|1994-12-01|TAKE BACK RETURN|RAIL|long the ironic requests are about
14785|352|11|6|5|6261.75|0.04|0.03|R|F|1994-10-14|1994-11-27|1994-11-12|COLLECT COD|AIR|he platelets can cajole
14785|600|27|7|34|51020.40|0.04|0.03|R|F|1994-10-28|1994-12-28|1994-11-04|COLLECT COD|REG AIR| the special, regular theodoli
14786|346|11|1|33|41129.22|0.02|0.00|N|O|1997-08-05|1997-05-29|1997-08-31|NONE|MAIL|its. pending, regular asymptotes doze qui
14787|454|11|1|6|8126.70|0.10|0.08|N|O|1998-07-24|1998-09-20|1998-07-28|DELIVER IN PERSON|SHIP|al theodolites ca
14787|424|5|2|50|66221.00|0.04|0.05|N|O|1998-10-23|1998-08-18|1998-11-08|TAKE BACK RETURN|SHIP|final asymptotes. pending, unusual patte
14787|568|24|3|32|46993.92|0.01|0.07|N|O|1998-07-29|1998-09-02|1998-08-01|TAKE BACK RETURN|AIR|efully regular instructions nod slyly. p
14788|411|22|1|41|53767.81|0.09|0.08|N|O|1997-11-05|1998-01-07|1997-11-27|DELIVER IN PERSON|SHIP|ording to the regular, pending foxes
14789|19|27|1|45|41355.45|0.07|0.06|A|F|1993-12-16|1994-02-05|1994-01-10|COLLECT COD|FOB|ut the final accounts. blith
14789|505|26|2|45|63247.50|0.02|0.05|A|F|1994-03-31|1994-02-20|1994-04-30|COLLECT COD|AIR| ideas. requests cajole furiously r
14789|244|5|3|49|56067.76|0.02|0.05|A|F|1994-02-13|1994-02-01|1994-02-24|COLLECT COD|TRUCK|ests. special packages sleep; 
14789|206|6|4|8|8849.60|0.10|0.04|R|F|1994-03-30|1994-01-24|1994-04-06|NONE|TRUCK|equests. bold 
14790|560|6|1|47|68646.32|0.02|0.06|N|O|1996-09-11|1996-10-09|1996-09-20|TAKE BACK RETURN|MAIL|e slowly with the stealthily regula
14790|82|23|2|30|29462.40|0.10|0.04|N|O|1996-09-14|1996-09-22|1996-10-04|TAKE BACK RETURN|SHIP|lyly ironic pinto be
14790|499|6|3|39|54580.11|0.06|0.07|N|O|1996-09-17|1996-10-12|1996-10-12|DELIVER IN PERSON|AIR|use across the quickly ironic
14790|73|14|4|4|3892.28|0.06|0.00|N|O|1996-09-23|1996-11-01|1996-09-28|DELIVER IN PERSON|AIR|fily ironic dinos c
14790|25|26|5|10|9250.20|0.06|0.04|N|O|1996-09-23|1996-09-23|1996-09-28|TAKE BACK RETURN|MAIL|lar sauternes
14790|85|5|6|28|27582.24|0.00|0.02|N|O|1996-12-02|1996-09-27|1996-12-27|TAKE BACK RETURN|SHIP| accounts; careful accounts
14790|52|1|7|42|39986.10|0.07|0.00|N|O|1996-10-24|1996-10-18|1996-11-22|TAKE BACK RETURN|FOB|regular platele
14791|14|15|1|25|22850.25|0.06|0.05|R|F|1993-03-06|1993-04-10|1993-03-27|DELIVER IN PERSON|AIR|bold packages. furiously pending de
14791|105|26|2|50|50255.00|0.05|0.01|R|F|1993-06-05|1993-04-27|1993-06-14|DELIVER IN PERSON|AIR|the regular frays. fluffily ir
14791|204|21|3|2|2208.40|0.01|0.02|R|F|1993-04-06|1993-04-06|1993-04-30|COLLECT COD|RAIL|ts. orbits wake blithely furiously re
14816|450|4|1|47|63471.15|0.05|0.01|R|F|1993-08-07|1993-09-23|1993-08-13|NONE|FOB|ording to the acc
14816|568|14|2|15|22028.40|0.04|0.04|R|F|1993-08-26|1993-09-16|1993-09-08|DELIVER IN PERSON|MAIL|carefully ironic dugou
14817|256|2|1|27|31218.75|0.04|0.00|A|F|1992-08-29|1992-09-04|1992-09-18|COLLECT COD|FOB|press pinto beans. iro
14817|560|6|2|24|35053.44|0.10|0.04|R|F|1992-08-21|1992-09-14|1992-09-20|TAKE BACK RETURN|AIR|y even ideas wake slyly a
14817|57|28|3|5|4785.25|0.05|0.08|A|F|1992-08-15|1992-09-07|1992-08-26|TAKE BACK RETURN|SHIP|into beans sleep furiousl
14817|161|6|4|25|26529.00|0.10|0.04|A|F|1992-08-03|1992-10-17|1992-08-07|NONE|TRUCK|. deposits are carefully. slyly expre
14817|317|5|5|15|18259.65|0.08|0.08|R|F|1992-08-01|1992-09-28|1992-08-07|NONE|TRUCK| ironic, express gifts-- blith
14818|381|22|1|34|43566.92|0.00|0.04|N|O|1997-01-25|1997-02-05|1997-02-07|DELIVER IN PERSON|SHIP|the slyly regula
14818|578|27|2|24|35485.68|0.10|0.08|N|O|1997-01-05|1997-02-09|1997-01-16|DELIVER IN PERSON|REG AIR|le slyly regular theodolites. furiously eve
14818|145|18|3|1|1045.14|0.08|0.05|N|O|1997-02-23|1997-01-06|1997-03-01|NONE|AIR|ilent theodolites print regular, unusu
14818|145|26|4|22|22993.08|0.08|0.03|N|O|1997-02-03|1997-02-13|1997-02-19|NONE|MAIL|uts detect regular, regular depo
14818|264|25|5|26|30270.76|0.05|0.03|N|O|1996-12-09|1997-01-16|1996-12-21|COLLECT COD|REG AIR|ts sleep carefully after th
14818|554|5|6|13|18909.15|0.06|0.06|N|O|1997-02-20|1997-02-09|1997-03-14|COLLECT COD|MAIL|unusual deposits haggle blithely quick
14819|348|25|1|10|12483.40|0.01|0.04|A|F|1993-05-23|1993-03-16|1993-05-28|DELIVER IN PERSON|FOB|ording to the dogged pearls. quickly pen
14819|192|22|2|9|9829.71|0.07|0.04|R|F|1993-02-27|1993-03-23|1993-03-20|COLLECT COD|RAIL|long the accounts. furiously e
14819|513|16|3|49|69261.99|0.09|0.03|A|F|1993-05-13|1993-02-25|1993-05-17|COLLECT COD|FOB|kages wake blithely.
14819|178|11|4|28|30188.76|0.00|0.04|A|F|1993-04-17|1993-03-16|1993-05-04|TAKE BACK RETURN|SHIP|ular instructions. r
14820|395|26|1|9|11658.51|0.05|0.02|A|F|1992-03-04|1992-02-13|1992-03-31|COLLECT COD|SHIP| foxes sleep 
14820|565|11|2|46|67415.76|0.01|0.08|R|F|1992-03-09|1992-03-28|1992-03-16|DELIVER IN PERSON|REG AIR|ges cajole carefully regular request
14820|509|30|3|38|53561.00|0.05|0.07|R|F|1992-02-21|1992-02-27|1992-03-17|DELIVER IN PERSON|SHIP|ep slyly after the f
14821|22|23|1|28|25816.56|0.00|0.00|N|O|1998-10-03|1998-07-31|1998-10-10|NONE|TRUCK|old packages. furious
14821|406|17|2|39|50949.60|0.00|0.04|N|O|1998-07-05|1998-09-09|1998-07-12|COLLECT COD|FOB|requests sleep carefully among the fu
14821|330|22|3|22|27067.26|0.09|0.07|N|O|1998-10-10|1998-09-10|1998-10-13|NONE|FOB|le careful
14821|532|17|4|27|38678.31|0.06|0.06|N|O|1998-06-13|1998-08-31|1998-07-09|DELIVER IN PERSON|SHIP|posits dazzle blithely quickly express acco
14821|556|12|5|45|65544.75|0.02|0.06|N|O|1998-10-07|1998-07-30|1998-11-05|TAKE BACK RETURN|MAIL|instructions. blithely bold deposit
14821|468|25|6|39|53369.94|0.08|0.03|N|O|1998-08-14|1998-08-11|1998-08-27|DELIVER IN PERSON|MAIL|ely across the idly spec
14821|14|15|7|43|39302.43|0.01|0.03|N|O|1998-09-27|1998-07-17|1998-10-26|COLLECT COD|AIR|fluffily final deposits eat. furiousl
14822|550|26|1|23|33362.65|0.06|0.04|N|O|1996-07-22|1996-06-05|1996-08-13|DELIVER IN PERSON|AIR|ironic dep
14822|598|17|2|29|43459.11|0.08|0.04|N|O|1996-04-21|1996-06-17|1996-05-11|COLLECT COD|TRUCK| fluffily silent multiplier
14822|117|18|3|34|34581.74|0.02|0.02|N|O|1996-06-05|1996-05-29|1996-07-05|COLLECT COD|SHIP|old accounts nag quickly ironic, bold req
14822|111|22|4|38|38422.18|0.06|0.04|N|O|1996-06-22|1996-05-26|1996-07-16|NONE|MAIL|e about the 
14823|51|8|1|29|27580.45|0.08|0.04|A|F|1994-03-06|1994-04-12|1994-03-22|TAKE BACK RETURN|FOB|ly final ideas affix daringly across the sl
14823|91|2|2|35|34688.15|0.01|0.00|R|F|1994-05-21|1994-04-06|1994-05-25|NONE|TRUCK|al accounts across the
14823|390|20|3|31|40002.09|0.01|0.02|A|F|1994-02-22|1994-04-10|1994-03-20|COLLECT COD|SHIP|y bold theodolites-- f
14823|573|4|4|47|69257.79|0.10|0.06|A|F|1994-04-22|1994-03-27|1994-05-22|NONE|MAIL|uctions x-ray slyly quic
14848|104|25|1|4|4016.40|0.00|0.06|N|O|1996-12-06|1996-12-09|1996-12-27|COLLECT COD|MAIL|e. furiously pending req
14848|559|20|2|38|55462.90|0.02|0.07|N|O|1996-11-16|1996-12-15|1996-11-17|TAKE BACK RETURN|AIR|ts above t
14848|453|10|3|11|14887.95|0.05|0.05|N|O|1997-01-11|1997-01-14|1997-01-25|DELIVER IN PERSON|SHIP|gular packages. quickly regul
14848|421|5|4|5|6607.10|0.10|0.01|N|O|1996-10-26|1997-01-01|1996-11-08|COLLECT COD|AIR|on the special instructions wake slyly alon
14848|556|12|5|7|10195.85|0.08|0.05|N|O|1996-10-27|1997-01-03|1996-11-01|COLLECT COD|SHIP|ely regular tithes; regular
14848|26|4|6|6|5556.12|0.01|0.06|N|O|1997-01-15|1996-11-30|1997-01-28|NONE|AIR|among the express pinto beans. fluffily 
14849|175|20|1|3|3225.51|0.08|0.08|N|O|1997-03-03|1997-04-07|1997-03-11|NONE|AIR|bout the stea
