O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDERPRIORITY | O_CLERK | O_SHIPPRIORITY | O_COMMENT
13958|185|F|55400.95|1993-01-24|5-LOW|Clerk#000000863|0|ly. carefully special accounts among the slyly express requests sleep afte
13959|136|F|110752.17|1994-04-05|3-MEDIUM|Clerk#000000952|0|efully bold requests above the busy, express deposits use express p
13984|121|F|157002.49|1992-09-25|5-LOW|Clerk#000000750|0|final, special foxes. carefully express theodolites boost ne
13985|119|O|148892.68|1998-06-14|2-HIGH|Clerk#000000876|0|old accounts wake instructions. furiously ironic requests use quickly. quickl
13986|400|O|74433.67|1995-10-12|2-HIGH|Clerk#000000793|0|riously final foxes. fur
13987|193|O|51647.47|1998-04-14|4-NOT SPECIFIED|Clerk#000000268|0|es. furiously even 
13988|16|F|94253.74|1992-08-02|4-NOT SPECIFIED|Clerk#000000556|0|le daring packages. final, final escapades cajole expre
13989|445|O|186567.38|1997-07-06|5-LOW|Clerk#000000996|0|ate about the bold, express packages. closely brave accou
13990|226|O|104513.48|1998-02-07|1-URGENT|Clerk#000000683|0| slyly according to the furiously spe
13991|362|F|206351.07|1992-03-07|2-HIGH|Clerk#000000245|0|nic, special accounts. quickly pending accounts wake
14016|344|F|201860.40|1992-07-12|5-LOW|Clerk#000000150|0|ymptotes: packages around the
14017|310|F|135430.93|1994-03-08|2-HIGH|Clerk#000000238|0|unusual deposits sleep furiously 
14018|110|F|81331.51|1993-06-07|2-HIGH|Clerk#000000376|0|uctions. pending instructions cajole about th
14019|55|O|155016.21|1997-09-08|1-URGENT|Clerk#000000961|0|tect fluffily final pac
14020|253|O|74753.09|1998-01-29|2-HIGH|Clerk#000000275|0|aggle quickly along the blithely bold ins
14021|19|P|178920.15|1995-03-08|2-HIGH|Clerk#000000467|0|sly. carefully regular 
14022|205|F|51488.88|1995-02-14|2-HIGH|Clerk#000000732|0|es. quickly express deposits nag across the iron
14023|236|F|109008.42|1993-02-21|4-NOT SPECIFIED|Clerk#000000349|0|ironic, regular dugouts
14048|305|F|183434.64|1993-05-18|4-NOT SPECIFIED|Clerk#000000548|0|s. blithely even asy
14049|286|O|57160.25|1996-01-29|5-LOW|Clerk#000000189|0|yly express epitaphs are slyly express depo
14050|28|O|151756.38|1997-08-22|5-LOW|Clerk#000000283|0|en courts. carefully express packages
14051|181|F|18371.55|1993-09-17|4-NOT SPECIFIED|Clerk#000000098|0|ss blithely among the closely r
14052|358|F|23326.06|1995-02-07|4-NOT SPECIFIED|Clerk#000000647|0|mong the regular foxes boost blithely special pinto beans. furious
14053|436|F|22269.66|1993-02-09|2-HIGH|Clerk#000000597|0| carefully ironic courts sleep quickly pending, pending packag
14054|155|O|252432.88|1996-01-11|4-NOT SPECIFIED|Clerk#000000890|0|unusual waters above the dependencies cajole r
14055|271|F|95149.35|1994-09-02|2-HIGH|Clerk#000000825|0|ounts. carefully final somas unwind fluffily.
14080|238|O|41974.70|1998-05-29|4-NOT SPECIFIED|Clerk#000000106|0|nic packages use final, bold
14081|269|F|98900.88|1993-10-07|2-HIGH|Clerk#000000857|0|uests. fluffily final packages wake slow, ironic dep
14082|263|O|30817.03|1998-05-08|4-NOT SPECIFIED|Clerk#000000700|0|bove the sometimes even deposits. ruthlessly unusual deposit
14083|140|F|8561.36|1994-08-16|4-NOT SPECIFIED|Clerk#000000420|0| quickly ruthless a
14084|196|O|223317.17|1995-08-03|4-NOT SPECIFIED|Clerk#000000160|0|luffily above the final packages. requests
14085|269|F|147049.83|1994-02-05|2-HIGH|Clerk#000000503|0|eas boost carefully evenly pending requests-- furiously thin accounts 
14086|104|F|47784.67|1993-10-21|5-LOW|Clerk#000000289|0|ial deposits sleep. express requests nag carefull
14087|83|O|191623.63|1997-02-12|5-LOW|Clerk#000000927|0|dependencies. quickly ironic frets above the fluffily ironic accounts use 
14112|34|F|15491.25|1994-07-25|5-LOW|Clerk#000000463|0|ickly dogged accounts breach doggedly 
14113|251|O|25512.60|1995-08-05|2-HIGH|Clerk#000000885|0|; carefully pending accounts use among the pending packag
14114|269|F|162091.20|1994-04-07|1-URGENT|Clerk#000000397|0|beans play regular, ironic deposits. instructio
14115|14|F|58537.37|1994-08-15|4-NOT SPECIFIED|Clerk#000000493|0|ckages sleep across the regular, silent pinto beans. bold, un
14116|388|O|184177.11|1995-10-10|2-HIGH|Clerk#000000065|0|. carefully bold ideas sleep. carefully bold idea
14117|389|F|276019.32|1993-08-26|4-NOT SPECIFIED|Clerk#000000480|0|uickly ironic ideas boost among the furiously pending deposits.
14118|116|F|33535.12|1993-05-23|4-NOT SPECIFIED|Clerk#000000730|0| toward the express, unusual instructions sleep accordin
14119|145|F|185821.50|1993-06-01|5-LOW|Clerk#000000989|0|osits. furiously pending accounts across the slyly
14144|91|O|236331.06|1997-04-26|1-URGENT|Clerk#000000089|0|nusual instructions sleep. blithely silent requests thr
14145|4|O|250914.61|1997-04-17|1-URGENT|Clerk#000000920|0|x carefully ideas. evenly silent 
14146|178|O|95974.74|1996-01-03|3-MEDIUM|Clerk#000000968|0|xpress accounts. even packages about the pen
14147|220|F|216116.51|1993-03-08|4-NOT SPECIFIED|Clerk#000000152|0|, special epitaphs haggle a
14148|290|O|115821.16|1998-04-30|3-MEDIUM|Clerk#000000188|0|ag carefully special foxes. carefully unus
14149|22|O|133132.82|1998-01-28|1-URGENT|Clerk#000000303|0|ests. ironic, special pinto beans try to print slyly along the pending
14150|28|F|153278.96|1994-02-09|2-HIGH|Clerk#000000695|0|y ironic accounts haggle across the furi
14151|427|O|245249.50|1997-06-06|4-NOT SPECIFIED|Clerk#000000278|0|special accounts. blithely express deposits cajole slyly slyly ex
14176|298|F|105607.21|1994-03-13|5-LOW|Clerk#000000407|0|eodolites. slyly final platelets ca
14177|170|F|95406.62|1992-04-03|5-LOW|Clerk#000000442|0|nooze carefully slyly final packages. platelets about the q
14178|118|F|11987.33|1995-01-01|4-NOT SPECIFIED|Clerk#000000246|0| quick accounts nag carefully. regular accounts could
14179|139|O|304614.65|1997-09-07|1-URGENT|Clerk#000000053|0|about the bold, final pinto bean
14180|88|O|146043.37|1997-05-25|3-MEDIUM|Clerk#000000478|0|out the carefully regular accoun
14181|28|O|172197.76|1998-02-13|3-MEDIUM|Clerk#000000106|0|efully even depende
14182|280|F|58319.84|1994-06-23|5-LOW|Clerk#000000791|0|arefully. sentiments integrate 
14183|263|O|74262.78|1997-03-17|5-LOW|Clerk#000000052|0| final requests detect slyly at the
14208|116|O|100576.43|1995-05-01|4-NOT SPECIFIED|Clerk#000000758|0|sly slyly silent requests. carefully special accounts sleep
14209|308|O|110242.95|1996-11-04|2-HIGH|Clerk#000000211|0|leep slyly against the carefully bold dolphins.
14210|8|F|16897.60|1992-06-27|4-NOT SPECIFIED|Clerk#000000356|0|atelets nag carefully final foxes. ironic, silent 
14211|361|F|157436.80|1994-02-13|4-NOT SPECIFIED|Clerk#000000937|0|the blithely bold deposits are according to the accounts. f
14212|242|F|152652.25|1992-02-17|1-URGENT|Clerk#000000384|0| packages affix special deposits? carefully special pinto bean
14213|145|F|44768.39|1993-12-28|1-URGENT|Clerk#000000959|0|, careful platelets abo
14214|25|O|125935.82|1997-08-15|1-URGENT|Clerk#000000891|0|thely unusual pinto beans against the blithely special warhorses hagg
14215|422|F|50097.29|1992-07-14|3-MEDIUM|Clerk#000000823|0|ounts haggle furiously. special gifts am
14240|208|F|214078.41|1992-02-18|2-HIGH|Clerk#000000728|0|sly. express, unusual asymptotes across the never fin
14241|278|F|118777.51|1992-06-15|1-URGENT|Clerk#000000866|0|c packages. instructions a
14242|274|P|93355.01|1995-05-09|2-HIGH|Clerk#000000927|0|d have to haggle according 
14243|322|O|52778.56|1997-02-15|3-MEDIUM|Clerk#000000943|0|sly ironic foxes nag carefully along t
14244|62|O|52176.16|1998-03-05|5-LOW|Clerk#000000139|0|press excuses doubt permanently.
14245|394|F|65000.74|1993-02-12|1-URGENT|Clerk#000000975|0|furiously final foxes boost silent, final requests. slyly unusual deposi
14246|88|O|114763.89|1997-10-10|4-NOT SPECIFIED|Clerk#000000806|0| bold pinto beans. regular accounts 
14247|202|O|177408.27|1995-08-17|1-URGENT|Clerk#000000531|0|ests haggle furiously about the pa
14272|404|F|74407.45|1992-02-13|3-MEDIUM|Clerk#000000075|0|ses. blithely final deposits are. stealthy accounts engage. slyly
14273|310|O|79252.72|1996-03-13|5-LOW|Clerk#000000938|0| special foxes lose quickly; fina
14274|170|F|218371.17|1994-01-07|4-NOT SPECIFIED|Clerk#000000564|0|nt requests are furiously furiously daring accounts. even
14275|424|F|156656.45|1993-06-14|5-LOW|Clerk#000000789|0|furiously. slyly pending packages sublate furious
14276|151|F|173452.60|1994-06-19|3-MEDIUM|Clerk#000000149|0|ly bold requests haggle slyly according to the closely
14277|284|O|95820.57|1998-02-14|4-NOT SPECIFIED|Clerk#000000951|0|eep. thin theodolites are bl
14278|169|O|246470.42|1998-06-03|2-HIGH|Clerk#000000768|0|jole slyly ironic theodolites. carefully even deposi
14279|335|O|128668.46|1998-02-09|2-HIGH|Clerk#000000441|0| after the furiously unusual realms. 
14304|238|O|183247.78|1997-11-13|3-MEDIUM|Clerk#000000488|0|egular requests affix. even requ
14305|428|O|51090.29|1996-07-23|1-URGENT|Clerk#000000396|0|mas cajole above the 
14306|176|F|17877.28|1993-10-30|4-NOT SPECIFIED|Clerk#000000981|0|furiously regular e
14307|146|O|157469.89|1997-06-24|1-URGENT|Clerk#000000255|0| deposits wake. regular, special excuses us
14308|2|O|141370.31|1997-08-11|3-MEDIUM|Clerk#000000354|0|iously. packages wake according to the furio
14309|415|F|97356.90|1994-01-31|1-URGENT|Clerk#000000753|0|s haggle furiously against the carefully final asymptotes. blith
14310|418|O|44623.35|1997-09-13|5-LOW|Clerk#000000627|0|p furiously evenly final requests. even, ironic excuses are
14311|424|F|37157.50|1994-08-02|1-URGENT|Clerk#000000916|0|nic pinto beans along the enticingly final reque
14336|229|F|151094.17|1994-11-19|2-HIGH|Clerk#000000699|0|eodolites cajole carefully. quickly ironic foxes about the fluffily ironic
14337|91|O|212859.83|1997-10-09|4-NOT SPECIFIED|Clerk#000000949|0| special ideas into the silently quick dep
14338|226|F|71793.31|1993-02-01|5-LOW|Clerk#000000658|0|l accounts. quickly special packages h
14339|361|O|178454.64|1997-07-23|4-NOT SPECIFIED|Clerk#000000303|0|ar theodolites after the express, final pinto beans engage car
14340|118|O|194148.57|1995-10-13|5-LOW|Clerk#000000386|0|theodolites. furiously ironic pinto beans are busily 
14341|202|F|165011.07|1993-09-03|4-NOT SPECIFIED|Clerk#000000669|0|lphins cajole furiously after the c
14342|49|F|108902.64|1994-04-28|5-LOW|Clerk#000000040|0| haggle quickly. bold excuses against the regular re
14343|422|O|70755.63|1996-02-25|3-MEDIUM|Clerk#000000792|0| unusual deposits wake slyly even, even packages. slyly final depe
14368|203|O|114192.46|1995-09-11|2-HIGH|Clerk#000000228|0|ly express requests affix furiously. ironically final asymptotes according 
14369|407|O|247106.60|1996-11-26|1-URGENT|Clerk#000000063|0|sublate quickly furiously bold asymptot
14370|287|O|138150.47|1997-05-03|2-HIGH|Clerk#000000475|0|ly regular accounts. fluffil
14371|358|F|107798.30|1993-06-23|2-HIGH|Clerk#000000831|0|. carefully express packages at th
14372|157|F|127222.97|1992-10-24|1-URGENT|Clerk#000000449|0|y. ironic deposits sleep? finally special pinto bean
14373|154|F|62878.34|1993-09-18|3-MEDIUM|Clerk#000000099|0|nto beans. fluffy requests affix bravely fluffily iron
14374|355|O|94356.22|1995-05-17|1-URGENT|Clerk#000000237|0|ross the blithely final deposits. asymptotes are. slyl
14375|220|F|132276.25|1993-02-01|3-MEDIUM|Clerk#000000046|0|ans sleep. blithely regular foxes cajole before the ironic packa
14400|190|F|228092.61|1994-02-05|3-MEDIUM|Clerk#000000479|0|uests. furiously unusual platelets hinder final packages. bold
14401|448|O|144907.32|1995-08-05|4-NOT SPECIFIED|Clerk#000000059|0|ly carefully even instructions. epitaphs solve instructions! bli
14402|251|F|95532.73|1993-10-15|3-MEDIUM|Clerk#000000672|0|azzle slyly. carefully regular instructions affix carefully deposits. careful
14403|73|O|105587.52|1998-03-02|4-NOT SPECIFIED|Clerk#000000202|0|hely packages. blithely pending dependencies wake furiously
14404|4|O|298398.69|1996-11-03|5-LOW|Clerk#000000657|0| the furiously unus
14405|82|O|89245.87|1996-04-24|5-LOW|Clerk#000000460|0| beans until the final, regular theodolites 
14406|124|F|139167.05|1993-03-09|3-MEDIUM|Clerk#000000623|0|s. excuses boost bl
14407|286|F|21524.19|1993-11-05|2-HIGH|Clerk#000000124|0|cajole ruthless theodolites. carefully ironic req
14432|368|O|39376.89|1996-11-12|4-NOT SPECIFIED|Clerk#000000784|0|re carefully against the fluffily final theodolites. furiously unusual d
14433|325|O|191297.65|1996-05-13|2-HIGH|Clerk#000000011|0|es. furiously final deposits wake b
14434|304|F|115208.95|1995-02-16|4-NOT SPECIFIED|Clerk#000000769|0|he unusual pinto beans. special realms cajole. quietly blith
14435|82|F|164005.02|1992-12-02|4-NOT SPECIFIED|Clerk#000000308|0|quests nag. final platelets haggle among the st
14436|197|F|167757.86|1994-03-13|5-LOW|Clerk#000000906|0|regular requests run furiously. unusual, 
14437|217|F|268239.70|1994-05-15|1-URGENT|Clerk#000000348|0|refully even excuses alongside of the packages are busily final
14438|337|O|80583.35|1995-08-23|3-MEDIUM|Clerk#000000059|0| the silent ideas wake after the express requests. unusual, final inst
14439|157|F|2983.86|1992-08-31|2-HIGH|Clerk#000000944|0|riously even courts. ev
14464|430|O|38503.58|1998-01-23|5-LOW|Clerk#000000197|0| blithely. special deposits
14465|187|F|113657.61|1994-06-12|2-HIGH|Clerk#000000816|0|ndencies nag against the furiously special pin
14466|106|O|21176.46|1996-05-22|3-MEDIUM|Clerk#000000795|0|lithely after the slyly special deposits-- quickly regular gifts acros
14467|338|O|140091.68|1996-05-31|4-NOT SPECIFIED|Clerk#000000927|0|regular, brave foxes
14468|215|O|38781.21|1998-07-13|3-MEDIUM|Clerk#000000164|0|g pinto beans after the special accounts sleep carefully after the regula
14469|323|O|66688.82|1997-02-01|2-HIGH|Clerk#000000837|0|ep regular, final accounts? fluffily pending the
14470|286|F|107605.50|1995-01-25|3-MEDIUM|Clerk#000000018|0| asymptotes cajole carefully final a
14471|28|P|267486.58|1995-05-27|4-NOT SPECIFIED|Clerk#000001000|0|l pinto beans ought to nag carefully carefully ironic foxes.
14496|346|O|185938.49|1996-04-11|3-MEDIUM|Clerk#000000350|0|g theodolites eat c
14497|448|F|115821.65|1992-05-21|3-MEDIUM|Clerk#000000053|0|symptotes. slyly fluffy excuses ought to wake according to the slyly even de
14498|34|O|138533.17|1996-10-05|3-MEDIUM|Clerk#000000709|0| deposits! quickly pend
14499|109|F|310963.07|1993-11-15|5-LOW|Clerk#000000358|0|packages. carefully final ide
14500|367|O|77963.24|1995-06-25|4-NOT SPECIFIED|Clerk#000000451|0| slyly regular ideas haggle slyly unusual packages. quickly unusual pinto
14501|182|O|91457.71|1997-08-31|2-HIGH|Clerk#000000826|0|e ideas. ironic deposits sleep according to the blithely ironi
14502|241|O|67882.46|1996-07-21|2-HIGH|Clerk#000000875|0| furiously ironic deposits cajole around the carefully silent accounts. expre
14503|202|F|160367.90|1995-02-06|4-NOT SPECIFIED|Clerk#000000519|0|ely regular depths haggle carefull
14528|100|F|156722.94|1994-06-16|1-URGENT|Clerk#000000568|0|gle instead of the carefully pending pinto beans. express, ex
14529|412|F|166170.80|1993-09-21|5-LOW|Clerk#000000521|0|arefully unusual packages haggle carefully slyly final pinto beans. exp
14530|40|F|217499.66|1994-04-07|2-HIGH|Clerk#000000444|0|eodolites may wake final requests. furious
14531|400|O|178167.29|1997-06-11|2-HIGH|Clerk#000000003|0|across the blithely even instructions. carefull
14532|376|O|10067.48|1996-04-17|5-LOW|Clerk#000000906|0|ep furiously according to the quickly final deposits. reg
14533|13|O|135938.00|1996-05-06|4-NOT SPECIFIED|Clerk#000000394|0|ans alongside of the carefully ironic re
14534|424|F|194127.78|1993-07-19|3-MEDIUM|Clerk#000000324|0|furiously. silent foxes boost finally. dependencies among the furiously fi
14535|392|F|96139.68|1993-10-02|4-NOT SPECIFIED|Clerk#000000983|0|thely unusual accounts are fluffi
14560|377|O|32395.75|1997-12-15|3-MEDIUM|Clerk#000000587|0|ckages grow furiously-- carefully final foxes according 
14561|209|O|253705.26|1998-06-29|3-MEDIUM|Clerk#000000840|0|onic accounts. even, express excuses cajole carefully. bl
14562|292|O|149359.32|1996-07-20|5-LOW|Clerk#000000189|0|ve the blithely even dependencies-- quickly busy realms wake quickly. permane
14563|172|O|193729.18|1995-12-03|1-URGENT|Clerk#000000904|0|quests. quickly even theodolites nag blit
14564|157|F|1254.40|1993-05-22|4-NOT SPECIFIED|Clerk#000000799|0|carefully even deposits. furiously express acco
14565|391|O|40159.12|1997-11-23|1-URGENT|Clerk#000000409|0| special foxes. blithely ironic ideas sleep carefully quietly final instruct
14566|445|O|176979.15|1996-10-25|3-MEDIUM|Clerk#000000118|0|ns? slyly regular theodolites haggle quickly. fluffily bol
14567|319|O|161653.61|1996-10-18|1-URGENT|Clerk#000000527|0|efully blithe excuses. slyly regular ideas promise. escapad
14592|278|O|92080.80|1995-07-06|3-MEDIUM|Clerk#000000402|0|ts affix alongside of the blithely ironic pinto beans.
14593|55|O|55988.83|1998-01-23|1-URGENT|Clerk#000000880|0| dependencies. slyly
14594|43|F|17649.00|1993-09-07|3-MEDIUM|Clerk#000000022|0| across the carefull
14595|61|O|29137.18|1997-12-03|3-MEDIUM|Clerk#000000854|0|kages. asymptotes dazzle. final, bold pinto be
14596|359|F|157825.09|1994-01-11|1-URGENT|Clerk#000000754|0| even accounts above the furiously brave dep
14597|358|F|236734.30|1993-08-31|1-URGENT|Clerk#000000768|0|haggle ironic, quick accounts. quickly special foxes nag slyly above the furi
14598|269|O|162810.42|1998-02-10|4-NOT SPECIFIED|Clerk#000000229|0|slyly even deposits are carefully. final, pe
14599|244|F|15524.77|1992-05-09|2-HIGH|Clerk#000000704|0|ke final theodolites
14624|355|O|172693.35|1998-04-17|4-NOT SPECIFIED|Clerk#000000014|0|heodolites. quickly regular theodolites haggle ag
14625|323|F|2515.24|1992-02-12|1-URGENT|Clerk#000000491|0|instructions play blithely? silent excuses snooze quick
14626|436|O|109535.39|1997-08-12|3-MEDIUM|Clerk#000000450|0|egular platelets are. even requ
14627|205|F|175500.98|1994-02-05|3-MEDIUM|Clerk#000000520|0|quickly according to the b
14628|202|F|52187.97|1993-06-07|3-MEDIUM|Clerk#000000076|0|accounts hang furiously. furiously regular theodolites 
14629|442|F|67716.90|1993-01-08|2-HIGH|Clerk#000000344|0|uests sleep quickly. furiously ironic accounts against the quickly ironic id
14630|83|F|159686.53|1992-10-17|5-LOW|Clerk#000000575|0| theodolites. carefully 
14631|388|O|29070.08|1997-04-14|2-HIGH|Clerk#000000022|0|ly above the pendin
14656|1|O|20622.93|1997-11-18|2-HIGH|Clerk#000000270|0|uests. blithely even platelet
14657|112|F|96419.07|1994-02-28|1-URGENT|Clerk#000000756|0|ly across the ironic, ironic instructions. bold ideas
14658|415|F|42457.60|1994-04-07|1-URGENT|Clerk#000000175|0|kly regular requests? regular theod
14659|8|O|106058.62|1998-02-10|3-MEDIUM|Clerk#000000260|0|l, ironic attainment
14660|271|O|132477.56|1997-05-24|4-NOT SPECIFIED|Clerk#000000605|0|c pinto beans. fluff
14661|440|F|32055.09|1993-01-25|4-NOT SPECIFIED|Clerk#000000429|0| believe. silent packages haggle express instructio
14662|400|O|177297.22|1995-11-17|2-HIGH|Clerk#000000988|0|efully pending accounts about the bold 
14663|178|F|46104.48|1992-11-17|1-URGENT|Clerk#000000596|0|ietly above the packages. regular frets haggle slyly blithely regular pinto b
14688|130|O|93095.90|1997-02-18|5-LOW|Clerk#000000822|0|unusual, bold deposits. furiously bold ideas cajole fluffily ironic theodo
14689|68|O|46764.66|1998-07-31|2-HIGH|Clerk#000000100|0|quickly regular realms are along the carefully spe
14690|281|O|27006.47|1997-05-24|1-URGENT|Clerk#000000342|0|ic packages affix sly
14691|415|O|63747.03|1998-04-11|5-LOW|Clerk#000000211|0|ffily even instructions use blithely. careful
14692|143|O|50787.75|1996-02-27|5-LOW|Clerk#000000309|0|xpress deposits wake slyly after the deposits. slyly re
14693|22|F|170753.85|1995-01-10|1-URGENT|Clerk#000000039|0|to beans. Tiresias above the special, bold packages sleep 
14694|115|O|288499.09|1998-07-28|1-URGENT|Clerk#000000742|0|nic pinto beans sleep blithely pending, unusual somas. blithely ironic id
14695|422|F|183073.15|1992-09-06|2-HIGH|Clerk#000000475|0|. ideas boost carefully around the even, final instruc
14720|121|F|152359.52|1993-09-05|3-MEDIUM|Clerk#000000354|0|ongside of the quickly final excuses sleep quickly dolphins. dinos 
14721|326|O|155639.32|1997-05-05|4-NOT SPECIFIED|Clerk#000000701|0|instructions haggle slyly. 
14722|223|O|227926.69|1997-05-28|5-LOW|Clerk#000000048|0|blithely bold requests ar
14723|385|O|33513.30|1997-01-04|5-LOW|Clerk#000000822|0|ic deposits affix carefully above th
14724|419|O|45011.64|1995-11-18|1-URGENT|Clerk#000000886|0|bold dependencies about the busy instructions haggle regular ins
14725|172|O|219666.21|1995-06-17|2-HIGH|Clerk#000000177|0|ng asymptotes. final, ironic accounts cajole after
14726|385|F|81254.06|1992-01-09|5-LOW|Clerk#000000590|0| foxes. deposits cajole blithely even grouches. b
14727|95|F|84646.95|1992-07-20|3-MEDIUM|Clerk#000000383|0|structions. daringly even packages wake slyly final requests. c
14752|316|F|27796.07|1994-01-30|5-LOW|Clerk#000000802|0|. carefully regular pinto beans grow idly abou
14753|337|O|37507.91|1997-01-05|1-URGENT|Clerk#000000855|0|n deposits across the 
14754|26|O|88611.64|1996-06-23|3-MEDIUM|Clerk#000000283|0|ns. quickly ironic packages sleep furiously fluffily unusual excuses. de
14755|178|F|294126.12|1993-01-06|2-HIGH|Clerk#000000867|0|egular requests sleep careful packages. quickly r
14756|98|F|105236.92|1994-09-01|5-LOW|Clerk#000000491|0|olites. ironic, final instructions pro
14757|427|O|57993.32|1997-12-24|4-NOT SPECIFIED|Clerk#000000011|0|ggle furiously. carefully special packages are c
14758|368|F|36283.54|1993-10-27|2-HIGH|Clerk#000000687|0|ages nag about the furio
14759|22|O|38204.00|1997-01-05|3-MEDIUM|Clerk#000000034|0|he dolphins. ruthlessly regular packages play carefully. f
14784|311|F|173574.03|1992-03-15|3-MEDIUM|Clerk#000000479|0|lyly final theodoli
14785|376|F|95096.89|1994-10-10|2-HIGH|Clerk#000000446|0| slyly about the quickly sp
14786|377|O|40306.63|1997-04-08|2-HIGH|Clerk#000000656|0|e carefully special deposits can nag blithely express, express accounts
14787|175|O|124430.56|1998-07-19|5-LOW|Clerk#000000522|0|deas against the blithely r
14788|358|O|52842.99|1997-10-23|1-URGENT|Clerk#000000647|0|e the slyly pending deposits. c
14789|136|F|171826.80|1993-11-30|4-NOT SPECIFIED|Clerk#000000616|0|st furiously about the ca
14790|184|O|231805.93|1996-08-21|2-HIGH|Clerk#000000347|0|p. regular deposits wake. final n
14791|88|F|73002.89|1993-02-15|3-MEDIUM|Clerk#000000770|0|ideas wake blithely regularly regular requests. s
14816|154|F|82893.71|1993-07-15|4-NOT SPECIFIED|Clerk#000000721|0| requests. slyly even requests haggle? unusual, regula
14817|71|F|110663.57|1992-07-28|3-MEDIUM|Clerk#000000963|0|arefully unusual dolphins. furiously final accounts above the slyly 
14818|193|O|151060.48|1996-11-18|4-NOT SPECIFIED|Clerk#000000588|0|totes. bold, final requests are according to the deposits. quickly regular 
14819|142|F|118675.76|1993-01-26|4-NOT SPECIFIED|Clerk#000000641|0| permanent deposits. blithely final warthogs x-ray blithely slyly ir
14820|341|F|137822.76|1992-01-10|2-HIGH|Clerk#000000090|0|posits. regular pinto beans detect carefully at the final pinto beans. unu
14821|430|O|302436.49|1998-06-12|2-HIGH|Clerk#000000630|0|n packages are furiously ironic ideas. d
14822|142|O|146326.40|1996-03-26|2-HIGH|Clerk#000000675|0|es. even, special request
14823|250|F|167196.26|1994-02-13|5-LOW|Clerk#000000844|0| slyly final accounts: packages integrate quickly along the packages
14848|77|O|98952.10|1996-10-17|5-LOW|Clerk#000000567|0|warthogs use furiously across the
14849|223|O|72287.74|1997-02-07|3-MEDIUM|Clerk#000000123|0| cajole fluffily against the final, reg
14850|404|O|202761.92|1997-12-04|1-URGENT|Clerk#000000960|0| quickly regular braids. ironic, regular accounts are carefully
14851|53|F|192122.00|1992-05-12|4-NOT SPECIFIED|Clerk#000000075|0|. blithely regular requests wake blithely after the furiously final accou
14852|319|O|29680.33|1995-12-25|3-MEDIUM|Clerk#000000907|0|ages haggle accounts. careful, ironic excuses sleep quickly dogged asymptotes
14853|139|O|125874.44|1996-09-10|5-LOW|Clerk#000000036|0|ding instructions about the quickly pending requests sleep quickly iro
14854|142|F|72002.61|1993-04-29|5-LOW|Clerk#000000872|0|ronic pinto beans? even deposits nag c
14855|251|F|133328.80|1993-05-01|4-NOT SPECIFIED|Clerk#000000655|0|nent accounts sleep dependencies. furiously regular ideas ca
14880|364|O|179987.40|1997-11-23|4-NOT SPECIFIED|Clerk#000000545|0|equests above the foxes wake blithely about the packages: ironic ex
14881|7|O|105819.51|1996-10-20|2-HIGH|Clerk#000000826|0|ades past the fluffily ironic foxes m
14882|250|O|81648.38|1997-02-13|1-URGENT|Clerk#000000353|0|y against the slyly ironic accounts. blithely silent acc
14883|259|P|124761.44|1995-05-07|5-LOW|Clerk#000000543|0|detect blithely: carefully regular asymptotes caj
14884|436|O|251689.83|1995-09-28|2-HIGH|Clerk#000000481|0| carefully ironic multipliers. furiously final deposits 
14885|7|O|211467.22|1997-09-21|5-LOW|Clerk#000000462|0|p slyly regular excu
14886|101|F|74623.27|1994-06-23|3-MEDIUM|Clerk#000000757|0|slyly above the deposi
14887|74|O|113204.27|1996-03-25|2-HIGH|Clerk#000000176|0|he pinto beans boost slyly regular deposits. fi
14912|226|F|21795.39|1993-11-07|1-URGENT|Clerk#000000924|0| ideas cajole slyly around the ironic, bold asymptotes. 
14913|424|F|135342.13|1994-02-15|2-HIGH|Clerk#000000823|0|gainst the carefully final orbits hang furiously above t
14914|361|O|159898.35|1998-02-08|1-URGENT|Clerk#000000536|0|e carefully carefully ironic requests: never final packag
14915|244|O|47235.39|1996-09-10|4-NOT SPECIFIED|Clerk#000000708|0| accounts are above the enticingly express pin
14916|115|F|64691.53|1994-02-28|5-LOW|Clerk#000000656|0|al requests solve slyly above the never express requests. furious
14917|346|O|240360.68|1998-01-13|1-URGENT|Clerk#000000974|0|as would use fluffily after the 
14918|266|O|64231.92|1997-06-01|5-LOW|Clerk#000000674|0|ets. bold, pending deposits sleep. foxes wake
14919|253|O|27173.29|1996-09-10|2-HIGH|Clerk#000000455|0|as. carefully final ideas cajole finally blithely express foxes. slow
14944|161|O|103871.25|1997-10-14|2-HIGH|Clerk#000000962|0|lly. even instructions against
14945|22|O|198564.55|1996-03-30|1-URGENT|Clerk#000000467|0|nts? fluffily bold grouches after
14946|175|O|78347.99|1996-11-12|1-URGENT|Clerk#000000116|0|ffily bold dependencies wake. furiously regular instructions aro
14947|1|O|139046.12|1995-07-30|5-LOW|Clerk#000000192|0| the quickly final platelets. quickly special theodolites haggle agains
14948|206|P|105406.09|1995-05-29|3-MEDIUM|Clerk#000000807|0|ing foxes snooze carefully. carefully bold 
14949|103|F|124626.74|1993-11-01|1-URGENT|Clerk#000000234|0|osits wake alongside of 
