O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDER-PRIORITY | O_CLERK | O_SHIP-PRIORITY | O_COMMENT
7971|86|F|110443.66|1994-06-03|4-NOT SPECIFIED|Clerk#000000934|0|osits use slyly according to the regular th
7972|307|O|192611.22|1998-05-14|4-NOT SPECIFIED|Clerk#000000240|0|ackages use. ironic, regular deposits detect carefully. eve
7973|280|F|64587.33|1992-01-21|5-LOW|Clerk#000000539|0|ully special packages sleep after the careful
7974|403|F|44942.32|1992-06-03|5-LOW|Clerk#000000048|0|xes. slyly special requests wake slyly 
7975|44|O|29722.56|1997-03-06|3-MEDIUM|Clerk#000000919|0|ending deposits. special, i
8000|46|F|203825.94|1993-09-20|5-LOW|Clerk#000000994|0|ctions cajole furious
8001|379|F|211501.99|1993-11-20|2-HIGH|Clerk#000000699|0|ts cajole quickly final sentiments. fluffily regular courts un
8002|7|F|146808.66|1993-03-14|4-NOT SPECIFIED|Clerk#000000581|0|aringly final deposits haggle around the bl
8003|394|O|231744.99|1995-10-24|2-HIGH|Clerk#000000792|0|hely. carefully final foxes wake furiously. final packages u
8004|277|P|227652.30|1995-05-12|1-URGENT|Clerk#000000044|0|e slyly regular theodolites boost furiously against the quickly even p
8005|71|F|231163.42|1992-04-06|1-URGENT|Clerk#000000957|0|uriously express depo
8006|232|P|230165.55|1995-06-04|3-MEDIUM|Clerk#000000804|0|ckages across the quickly final foxes are after the even, special foxe
8007|71|F|206964.12|1992-02-12|5-LOW|Clerk#000000407|0|e furiously blithely ironic accounts. furiously expres
8032|40|F|45393.84|1994-12-30|1-URGENT|Clerk#000000716|0|lithely unusual theodolites 
8033|43|F|72907.99|1992-04-25|2-HIGH|Clerk#000000810|0|ular, special pinto 
8034|223|F|134627.42|1992-01-20|2-HIGH|Clerk#000000998|0|ckly regular requests use slyly
8035|274|F|179110.39|1992-03-02|3-MEDIUM|Clerk#000000730|0|s use slyly around the ironic attainments! furiously p
8036|68|O|186676.32|1997-04-14|1-URGENT|Clerk#000000364|0|regular requests alongside of the b
8037|352|O|149552.56|1996-03-12|1-URGENT|Clerk#000000301|0|ymptotes kindle fluffily special instructi
8038|302|F|95680.27|1992-10-27|1-URGENT|Clerk#000000256|0|sits. furiously ironic foxes are fluffily. care
8039|71|F|64084.13|1992-08-24|3-MEDIUM|Clerk#000000533|0|ly. quickly bold accounts engage carefully even, even instruction
8064|200|P|146889.61|1995-05-13|2-HIGH|Clerk#000000179|0| dependencies engage ev
8065|343|F|158035.24|1992-10-22|3-MEDIUM|Clerk#000000165|0|egular foxes along the regular, even asymptotes use slyly ironic ins
8066|109|O|173283.02|1997-02-01|2-HIGH|Clerk#000000871|0|olites wake above the blithely regular instructions. ironic ideas shall 
8067|16|F|83608.17|1992-02-04|2-HIGH|Clerk#000000485|0| across the regular deposits boost blithely carefully exp
8068|400|O|241498.61|1996-08-12|3-MEDIUM|Clerk#000000623|0|final pinto beans. slyly unusual requests nag quickly f
8069|40|F|102082.50|1994-08-09|1-URGENT|Clerk#000000875|0|nal requests. regular excuses wake furiously. furiously ironic requests s
8070|301|F|316884.34|1992-01-29|3-MEDIUM|Clerk#000000293|0|ar accounts wake furiously furiously express packages.
8071|341|O|101088.64|1996-04-08|5-LOW|Clerk#000000394|0|ickly unusual accounts poach. theodolites use ruthlessly. bli
8096|368|O|100083.26|1996-11-06|2-HIGH|Clerk#000000663|0|xpress pinto beans cajole fluffily. bold dolphins sleep q
8097|151|F|125203.63|1993-12-10|3-MEDIUM|Clerk#000000596|0|luffy instructions. express, ironic gifts haggle blithely
8098|121|O|91036.90|1997-11-04|1-URGENT|Clerk#000000372|0|ly dogged ideas. furiously even platelets haggle. blithely sp
8099|37|O|16331.13|1996-01-09|2-HIGH|Clerk#000000211|0|ular deposits. packages 
8100|100|O|236511.96|1997-01-15|4-NOT SPECIFIED|Clerk#000000225|0|doubt slyly even theod
8101|25|F|153182.42|1993-03-05|3-MEDIUM|Clerk#000000889|0|y final platelets. regular deposits are 
8102|400|O|209155.47|1997-06-05|3-MEDIUM|Clerk#000000225|0|bout the unusual theod
8103|412|F|133088.21|1994-11-03|5-LOW|Clerk#000000327|0|s. blithely regular theodolites affix slyly careful excuses. b
8128|359|O|68633.02|1996-10-04|2-HIGH|Clerk#000000855|0|nto beans are after the even, regular i
8129|59|O|144937.29|1998-01-05|4-NOT SPECIFIED|Clerk#000000692|0|fully. fluffy packages wake above the
8130|268|F|46957.18|1992-05-14|1-URGENT|Clerk#000000138|0|s. deposits mold slyly. blit
8131|154|F|20251.47|1993-05-04|1-URGENT|Clerk#000000598|0|blithely ironic, ironic sentiments
8132|155|F|243366.69|1994-05-15|5-LOW|Clerk#000000626|0|hless requests nag blit
8133|413|F|168410.12|1995-02-27|3-MEDIUM|Clerk#000000279|0|hely regular ideas wake fu
8134|418|O|133068.81|1997-11-15|3-MEDIUM|Clerk#000000355|0|times ironic packages haggle alon
8135|382|O|121637.55|1995-06-27|4-NOT SPECIFIED|Clerk#000000445|0|he express dependencies. express pinto beans haggle deposits. carefully bold
8160|164|O|159094.59|1996-04-23|5-LOW|Clerk#000000352|0|quickly ironic pinto beans nag slyly iro
8161|109|F|13946.69|1994-06-04|2-HIGH|Clerk#000000046|0|ccounts detect about the even, special dependencies. qu
8162|214|F|215633.14|1994-10-08|3-MEDIUM|Clerk#000000518|0|ke fluffily after the slyly express pinto beans; furiously ironic packages
8163|143|O|124042.73|1997-02-05|4-NOT SPECIFIED|Clerk#000000105|0|oxes must haggle blithely final pack
8164|377|F|200504.40|1994-09-15|2-HIGH|Clerk#000000999|0|uick Tiresias haggle fluffily regular deposits. blithely silent req
8165|67|F|213632.59|1994-10-16|5-LOW|Clerk#000000180|0|nusual, unusual pinto beans wake slyly against the fluff
8166|166|O|287028.32|1997-02-06|4-NOT SPECIFIED|Clerk#000000763|0| blithely idle ideas affix careful
8167|241|F|96840.78|1992-08-05|1-URGENT|Clerk#000000193|0|ular asymptotes use carefully even requests. quickly ironic 
8192|103|F|46077.75|1995-01-07|3-MEDIUM|Clerk#000000140|0|usly even requests.
8193|7|O|198565.16|1997-08-09|2-HIGH|Clerk#000000878|0|pecial foxes. carefully regular requests sleep furiou
8194|103|O|46823.16|1996-01-01|3-MEDIUM|Clerk#000000216|0|se slyly quickly regular instructions. slyly special
8195|85|F|185592.81|1995-01-07|3-MEDIUM|Clerk#000000778|0|y final packages cajole carefully ironic excuses. even as
8196|290|O|204264.89|1997-08-30|1-URGENT|Clerk#000000661|0|lly across the regu
8197|449|O|154044.33|1998-01-07|2-HIGH|Clerk#000000473|0|dle carefully. slyly ironic package
8198|31|O|58693.96|1997-05-05|3-MEDIUM|Clerk#000000125|0|lar packages. pending, regular request
8199|148|O|26640.27|1997-03-30|4-NOT SPECIFIED|Clerk#000000612|0|es haggle at the slyly iro
8224|13|F|91042.88|1992-02-08|4-NOT SPECIFIED|Clerk#000000811|0|tes after the blithely slow requests print blithely regular, unusual theod
8225|76|F|167055.29|1993-09-02|1-URGENT|Clerk#000000410|0|latelets are. final, final pinto beans wake furiously at th
8226|92|O|118645.41|1995-12-30|4-NOT SPECIFIED|Clerk#000000909|0|s the quickly regular requests. blithely iro
8227|49|F|227384.71|1993-01-11|4-NOT SPECIFIED|Clerk#000000346|0|ual, regular pinto beans. furiously unusual requests wak
8228|160|F|53736.18|1993-07-27|4-NOT SPECIFIED|Clerk#000000385|0| deposits along the furiously unusual foxes detect fur
8229|361|F|182943.02|1994-12-08|3-MEDIUM|Clerk#000000369|0|ests detect along the e
8230|316|O|144767.43|1996-08-09|5-LOW|Clerk#000000860|0|ly special accounts are fluffily ironic requests. fluffily express package
8231|271|F|134510.38|1992-10-19|1-URGENT|Clerk#000000743|0|quickly pending instructions alongside of th
8256|421|F|176930.35|1992-08-06|3-MEDIUM|Clerk#000000307|0|egular patterns. fluffily unusu
8257|106|F|180253.35|1994-03-23|5-LOW|Clerk#000000100|0| ironic, unusual deposi
8258|268|F|140526.59|1994-03-02|2-HIGH|Clerk#000000338|0|c ideas. silent, unusual dependencies wake furiously acco
8259|343|F|41881.01|1994-04-19|3-MEDIUM|Clerk#000000035|0|he final packages. sometimes final reques
8260|2|F|25413.70|1993-05-09|2-HIGH|Clerk#000000448|0| carefully special excuses about the slyly express f
8261|349|F|110563.80|1994-04-13|1-URGENT|Clerk#000000889|0|aringly unusual packages are fu
8262|220|O|134255.25|1998-05-17|4-NOT SPECIFIED|Clerk#000000582|0|the requests sleep fluffily final dugouts. final foxes 
8263|190|F|113502.00|1995-01-27|1-URGENT|Clerk#000000986|0|ly quickly ironic foxes. thinly careful packages haggle furiousl
8288|427|O|151543.31|1995-05-10|1-URGENT|Clerk#000000375|0|ar instructions. slyly regular packages cajole blithe
8289|283|F|151909.09|1992-10-29|5-LOW|Clerk#000000610|0|ironic requests up the slyly regular accounts wake blithely among the blithe
8290|221|F|96403.88|1994-12-10|1-URGENT|Clerk#000000202|0|ajole tithes. even excuses integrate blithely. fluffily
8291|103|F|49534.45|1992-05-29|5-LOW|Clerk#000000176|0|posits above the unusual requests maintain deposits? theodolites during the f
8292|223|F|126413.95|1993-02-02|4-NOT SPECIFIED|Clerk#000000112|0|uests are carefully quick requests. careful
8293|334|F|141076.14|1992-08-11|5-LOW|Clerk#000000492|0|ly ironic accounts wake along the carefully pen
8294|4|F|54425.97|1992-06-21|3-MEDIUM|Clerk#000000491|0| dolphins. regular ideas nag carefully. blithely pendi
8295|293|F|273753.15|1994-04-02|2-HIGH|Clerk#000000102|0|ly ironic pinto beans wake against the quickly final pinto be
8320|193|F|146150.48|1994-09-20|4-NOT SPECIFIED|Clerk#000000167|0|thely final pinto beans. quickly even instructions use b
8321|101|F|208716.73|1993-11-11|4-NOT SPECIFIED|Clerk#000000673|0|quickly final requests use slyly regular packages. pinto beans na
8322|127|O|108806.67|1996-03-25|2-HIGH|Clerk#000000871|0| blithely among the pending deposits. busily even ac
8323|160|O|173377.86|1995-09-07|2-HIGH|Clerk#000000625|0|ously unusual packages nag furiously. unusual id
8324|296|F|100150.10|1994-09-02|2-HIGH|Clerk#000000635|0|equests along the furiously ironic packages boost around the pending pac
8325|223|F|37447.08|1994-01-15|1-URGENT|Clerk#000000284|0|e. regular deposits nag carefully al
8326|367|O|59699.53|1996-02-27|5-LOW|Clerk#000000473|0|e. slyly pending accounts cajole carefully
8327|346|O|74882.67|1997-11-08|4-NOT SPECIFIED|Clerk#000000014|0|fully bold depths sleep quickly brave instructions. ironi
8352|209|F|48432.49|1993-07-11|2-HIGH|Clerk#000000492|0| accounts wake fluffily. express, ev
8353|127|F|136755.90|1994-05-16|3-MEDIUM|Clerk#000000510|0|usly. blithely even epitaphs in plac
8354|191|O|912.04|1996-09-15|3-MEDIUM|Clerk#000000495|0|ngage slyly requests. unusual waters in pla
8355|355|O|198727.21|1997-11-20|1-URGENT|Clerk#000000481|0|gainst the furiousl
8356|268|O|31940.96|1995-03-31|2-HIGH|Clerk#000000520|0|es sleep blithely even theodolites. quickly ironic realms are 
8357|223|O|97970.67|1997-08-29|1-URGENT|Clerk#000000640|0|gside of the slyly ironic theodolites. bold pa
8358|160|O|142079.24|1997-01-05|5-LOW|Clerk#000000077|0|nding deposits. never unusual accounts along
8359|113|F|116750.59|1992-05-17|5-LOW|Clerk#000000713|0|unusual, pending packages sleep slyly furiously fina
8384|136|F|158778.73|1993-05-06|2-HIGH|Clerk#000000790|0|ions in place of the slyly
8385|242|O|173043.66|1997-06-28|3-MEDIUM|Clerk#000000702|0|otes wake slyly. unusual pack
8386|118|O|133643.97|1998-02-17|1-URGENT|Clerk#000000919|0|sly bold requests. quickly even deposits nag qu
8387|433|F|179067.55|1993-03-21|4-NOT SPECIFIED|Clerk#000000392|0|final multipliers wake-- pending, regular platelets doze slyly regular deposi
8388|265|F|202568.88|1992-02-24|5-LOW|Clerk#000000930|0|integrate across the furiously express packages. express, p
8389|184|F|124547.00|1994-04-23|3-MEDIUM|Clerk#000000097|0|ies boost. regular, final deposits nag
8390|202|F|86104.92|1992-04-22|3-MEDIUM|Clerk#000000862|0|iously across the bli
8391|16|O|204138.18|1995-08-29|2-HIGH|Clerk#000000188|0|lar instructions. ironically special Tiresias are f
8416|34|F|243395.18|1993-08-07|5-LOW|Clerk#000000804|0|usly ironic accounts must have to sleep pending, final req
8417|325|O|63971.29|1997-08-23|5-LOW|Clerk#000000651|0|e to detect furiously against the furiously even dolphin
8418|34|O|8665.56|1996-10-15|2-HIGH|Clerk#000000987|0|ealthy requests. blithely ironic dependencies aff
8419|352|O|250911.21|1995-09-30|1-URGENT|Clerk#000000569|0|ully regular dependencies according to 
8420|424|O|1298.68|1997-06-19|3-MEDIUM|Clerk#000000191|0|press pinto beans. slyly even ideas sleep quickly 
8421|178|O|238574.66|1997-03-22|1-URGENT|Clerk#000000102|0| fluffily final foxe
8422|55|F|239237.08|1994-04-15|3-MEDIUM|Clerk#000000061|0|jole carefully over the carefully pending ideas. forges use fluff
8423|271|O|134153.49|1996-12-08|2-HIGH|Clerk#000000794|0| are furiously even dependencies. even deposits hag
8448|187|O|53326.57|1995-10-07|2-HIGH|Clerk#000000472|0|t haggle at the slyly even packages. slyly thin frays sleep bl
8449|437|O|121657.11|1996-10-11|1-URGENT|Clerk#000000329|0|kages. blithely unusual deposits play.
8450|311|F|48057.30|1992-04-14|4-NOT SPECIFIED|Clerk#000000910|0|ly after the fluffily ironic packages. pending theodolites wake. blithely regu
8451|98|O|49312.95|1995-12-14|3-MEDIUM|Clerk#000000719|0|ions. slyly regular deposits haggle alongsi
8452|418|F|197002.96|1992-07-30|4-NOT SPECIFIED|Clerk#000000951|0|ealms sleep blithely. carefully silent requests print furiously.
8453|142|O|89166.85|1997-09-04|1-URGENT|Clerk#000000494|0|among the carefully express requests. even requests among the furiously 
8454|103|F|173683.94|1992-08-16|3-MEDIUM|Clerk#000000481|0|es are fluffily. sile
8455|199|F|63709.55|1994-08-21|3-MEDIUM|Clerk#000000666|0|sly-- special ideas above the fluffily bold deposits affix carefully 
8480|449|F|226620.24|1995-01-30|2-HIGH|Clerk#000000528|0|iously final Tiresias. even theodolites sublate above th
8481|118|O|27756.48|1998-04-08|5-LOW|Clerk#000000448|0|es. thinly regular th
8482|175|O|106347.47|1997-03-16|4-NOT SPECIFIED|Clerk#000000579|0|y even courts cajole caref
8483|176|O|64359.40|1995-10-31|3-MEDIUM|Clerk#000000968|0|uriously across the instructions. special, regular pinto
8484|436|O|102296.37|1995-09-05|4-NOT SPECIFIED|Clerk#000000789|0|even dependencies sleep ab
8485|418|O|44460.45|1997-09-02|2-HIGH|Clerk#000000151|0|ular accounts nag slyly. slyly regular in
8486|241|O|81964.54|1997-01-21|3-MEDIUM|Clerk#000000212|0|riously even accounts impress furiously am
8487|260|O|193270.80|1997-01-05|2-HIGH|Clerk#000000756|0|are fluffily about the packages
8512|287|F|51280.40|1994-06-24|3-MEDIUM|Clerk#000000297|0|fully regular accounts integrate carefully during the final, even depe
8513|118|O|93517.60|1995-07-16|5-LOW|Clerk#000000810|0|ns after the carefully dogged accounts haggle furiously slyly unu
8514|211|O|225291.27|1996-02-14|1-URGENT|Clerk#000000904|0|ts integrate idle theodolites. deposits wak
8515|304|F|178212.42|1993-12-22|1-URGENT|Clerk#000000552|0|riously according to the furiously final ideas. quick
8516|32|O|328282.25|1996-04-08|5-LOW|Clerk#000000199|0|cial, final deposits nag quickly after the furiou
8517|340|O|211948.77|1997-03-12|5-LOW|Clerk#000000516|0|blithely final accounts. furiously permanent accounts
8518|197|O|54281.10|1998-05-04|3-MEDIUM|Clerk#000000190|0|to the finally bold dependencies. boldly regular platelets use above t
8519|175|O|207019.94|1996-08-25|3-MEDIUM|Clerk#000000145|0|long the slyly expres
8544|433|F|36343.31|1993-02-13|5-LOW|Clerk#000000503|0|g the furiously final requests wake quickly
8545|175|F|244045.72|1994-06-18|5-LOW|Clerk#000000139|0| the final pinto beans are along the foxes. slyly
8546|34|F|121389.39|1992-04-02|2-HIGH|Clerk#000000137|0|sits are carefully silent pinto 
8547|364|O|199120.00|1996-12-23|5-LOW|Clerk#000000043|0|ts nag blithely unusual deposits. never ironic instructions affix ca
8548|377|O|98381.49|1997-08-05|1-URGENT|Clerk#000000314|0|accounts across the regul
8549|139|O|206855.99|1997-09-29|3-MEDIUM|Clerk#000000446|0|e carefully according to
8550|28|F|153520.77|1993-02-04|4-NOT SPECIFIED|Clerk#000000359|0|pths. ironic accounts wake quickly after the final ex
8551|5|F|150713.31|1994-07-30|1-URGENT|Clerk#000000502|0| accounts mold fluffily about the s
8576|208|F|95663.55|1994-01-10|2-HIGH|Clerk#000000716|0|ts. fluffily final asympto
8577|10|O|282784.58|1996-11-09|5-LOW|Clerk#000000694|0|manently quickly stealthy
8578|439|O|154613.99|1995-09-03|2-HIGH|Clerk#000000535|0|ep carefully according to the furiously express reque
8579|424|O|178465.61|1997-09-09|2-HIGH|Clerk#000000655|0|packages nag. fluffily regular foxes cajole final, even pa
8580|232|F|139445.67|1995-03-23|2-HIGH|Clerk#000000824|0| deposits. ironic deposits integrate carefully qui
8581|13|F|156143.70|1993-07-06|1-URGENT|Clerk#000000348|0| ideas thrash furiously above the ironic ideas. bold accounts serve. a
8582|199|F|190416.73|1993-11-21|5-LOW|Clerk#000000612|0|totes. carefully final packages haggle slyly after the pe
8583|158|F|84407.19|1993-06-13|1-URGENT|Clerk#000000650|0|final platelets. evenly express excuses cajole: slyly regular ideas
8608|301|O|130919.15|1996-04-11|3-MEDIUM|Clerk#000000128|0|lithely regular packages. even deposits cajole furiously? blithely final wa
8609|379|F|118380.40|1992-04-15|1-URGENT|Clerk#000000788|0|. slyly final foxes nag.
8610|209|F|226973.13|1994-05-09|5-LOW|Clerk#000000750|0|ts. unusual asymptotes wake a
8611|193|O|60118.25|1996-05-08|2-HIGH|Clerk#000000630|0|e furiously even instructions. fluffily regular requests
8612|307|O|74907.99|1996-08-11|2-HIGH|Clerk#000000478|0|y according to the carefully quick deposits. special, ironic platelets sleep f
8613|364|F|80746.40|1993-09-26|3-MEDIUM|Clerk#000000545|0|ake carefully among the platelets. quick
8614|358|F|113742.51|1994-06-05|5-LOW|Clerk#000000741|0|deposits: blithely special dolphins wake according to the
8615|13|O|80971.82|1996-06-29|4-NOT SPECIFIED|Clerk#000000329|0|kly final packages sleep slyly regular dolphins. blit
8640|365|F|21200.30|1993-09-12|2-HIGH|Clerk#000000221|0| blithely on the fluffily even pint
8641|103|F|99277.29|1995-03-24|5-LOW|Clerk#000000848|0| quickly slyly bold accounts. pending, special accounts boost. final, unus
8642|151|F|56225.73|1993-01-17|2-HIGH|Clerk#000000989|0|ironic platelets serve carefully alongside of the
8643|346|O|23471.75|1998-06-29|4-NOT SPECIFIED|Clerk#000000343|0|packages use pending, quiet packages. express theodoli
8644|368|F|92603.06|1994-07-08|4-NOT SPECIFIED|Clerk#000000508|0|the slyly regular ideas. even instructions are s
8645|188|O|251321.84|1996-10-27|3-MEDIUM|Clerk#000000144|0|special packages cajole along the bold, silent ideas. fluffily b
8646|326|F|108990.47|1994-04-10|2-HIGH|Clerk#000000320|0|lyly according to the idly silent instructions. ironic accounts cajole;
8647|331|F|67320.03|1993-11-14|3-MEDIUM|Clerk#000000996|0|accounts. fluffily 
8672|49|F|52131.57|1993-05-27|4-NOT SPECIFIED|Clerk#000000195|0|cial requests: carefully final 
8673|334|O|155500.95|1996-02-14|4-NOT SPECIFIED|Clerk#000000241|0|dolites. regular, silent instr
8674|415|O|83733.94|1997-02-12|5-LOW|Clerk#000000213|0|inst the ironic, special instructions. r
8675|209|O|90658.37|1997-10-05|5-LOW|Clerk#000000455|0|y pending, regular ideas. unusual, ironic fr
8676|316|O|22255.66|1996-04-02|5-LOW|Clerk#000000585|0|pecial escapades. carefully re
8677|143|F|41522.44|1992-10-08|2-HIGH|Clerk#000000041|0|ly. furiously ironic accounts hag
8678|91|F|141264.64|1992-10-01|5-LOW|Clerk#000000093|0|grouches. ironic id
8679|172|F|106145.04|1992-05-07|3-MEDIUM|Clerk#000000898|0| are quickly. accounts haggle. dolphins b
8704|166|O|242637.01|1995-07-01|3-MEDIUM|Clerk#000000625|0|furiously bold packages according t
8705|442|O|95388.99|1996-03-18|1-URGENT|Clerk#000000553|0|al packages. fluffily pending theodolites around the
8706|100|O|276704.01|1996-07-06|1-URGENT|Clerk#000000937|0|as cajole against the blithe packages. express requests nag quickly. slyl
8707|293|O|153452.95|1997-12-04|1-URGENT|Clerk#000000011|0|xpress ideas breach slyly for the car
8708|365|O|140394.64|1997-11-27|1-URGENT|Clerk#000000627|0|ly after the quickly dogged requests. furiously bold accounts along 
8709|146|F|258207.90|1994-03-09|2-HIGH|Clerk#000000862|0|s. blithely regular foxes boost blithely special excuses. ca
8710|290|F|113095.57|1994-01-05|1-URGENT|Clerk#000000837|0|final packages cajole. slyly ironi
8711|356|O|207607.75|1997-03-19|5-LOW|Clerk#000000502|0|ide of the final pinto beans. regular, regular platelets 
8736|100|F|207641.18|1993-09-07|3-MEDIUM|Clerk#000000423|0|jole along the express instructions. final asympto
8737|248|O|117480.67|1998-01-05|3-MEDIUM|Clerk#000000554|0|etect quickly. furiously final deposits haggle carefully blithe, final
8738|85|O|48281.86|1998-01-28|5-LOW|Clerk#000000053|0| the furiously special pinto beans nag against the regular depe
8739|118|O|80286.20|1998-07-01|2-HIGH|Clerk#000000382|0|tions boost about the furiously pending requests. quickl
8740|361|O|129049.57|1998-06-23|3-MEDIUM|Clerk#000000145|0|uickly pending instructions. special, fin
8741|229|O|124198.78|1997-09-03|1-URGENT|Clerk#000000272|0|egular requests. carefully regular foxes aga
8742|163|O|157466.80|1997-08-18|3-MEDIUM|Clerk#000000940|0| express requests. ironic requests wake quickly i
8743|166|O|178293.75|1995-08-01|2-HIGH|Clerk#000000400|0|ironic deposits nag furiously express requests. carefully regular depos
8768|358|O|98749.52|1995-08-19|2-HIGH|Clerk#000000809|0|ly slyly even accounts. deposits around the blithely even asymp
8769|149|O|89986.45|1997-05-22|4-NOT SPECIFIED|Clerk#000000008|0|slyly unusual ideas. special
8770|49|O|94195.26|1996-07-10|4-NOT SPECIFIED|Clerk#000000231|0|r dependencies are slyly ironic, regular dep
8771|364|F|93574.39|1992-03-19|2-HIGH|Clerk#000000635|0|structions. blithely final asymp
8772|85|F|13938.71|1992-02-14|1-URGENT|Clerk#000000294|0|ully final waters snooze slyly carefully even dolphins. furiou
8773|410|O|46409.19|1995-10-23|1-URGENT|Clerk#000000886|0|above the fluffily fin
8774|436|O|198086.63|1996-04-15|4-NOT SPECIFIED|Clerk#000000626|0|eep fluffily pending packages. carefully expre
8775|247|F|64634.96|1995-02-04|1-URGENT|Clerk#000000167|0|ic dependencies! regular foxes nag carefu
8800|379|F|11993.81|1992-11-24|5-LOW|Clerk#000000722|0|ely special deposits among the fluffily p
8801|73|F|217169.91|1992-08-11|5-LOW|Clerk#000000030|0|into beans boost carefully even foxes. blithely regular accounts after
8802|367|F|103245.07|1995-02-01|3-MEDIUM|Clerk#000000223|0|s pinto beans sleep blith
8803|265|F|155878.16|1992-12-21|4-NOT SPECIFIED|Clerk#000000834|0|aintain against the slyly u
8804|403|O|213239.50|1997-11-21|3-MEDIUM|Clerk#000000258|0|ctions. slyly regular requests sublate blithe
8805|262|O|250411.12|1996-07-28|5-LOW|Clerk#000000521|0|al gifts boost slyly unusual escapades? fluffily pending deposits lo
8806|230|O|140286.84|1996-04-01|3-MEDIUM|Clerk#000000504|0|he instructions. quickly un
8807|442|F|106756.35|1993-02-26|5-LOW|Clerk#000000898|0|ding pinto beans. special requests c
8832|154|F|97961.03|1992-02-03|5-LOW|Clerk#000000399|0|ts. busily even realms wak
8833|119|F|120271.68|1992-05-05|5-LOW|Clerk#000000241|0|e quickly ironic theodolites wake above the bold platelets. fluffily regular 
8834|80|F|129827.60|1993-11-09|2-HIGH|Clerk#000000648|0|e blithely. fluffily pending excuses across the furiously final th
8835|142|F|120836.23|1994-10-14|1-URGENT|Clerk#000000400|0|sits. regular, special request
8836|182|O|229642.15|1996-10-20|3-MEDIUM|Clerk#000000419|0|ar pinto beans. asymptotes wake. evenly final theodolites haggle careful
8837|430|O|79768.86|1997-02-19|4-NOT SPECIFIED|Clerk#000000732|0|eposits? theodolites
8838|34|O|70377.46|1997-09-19|2-HIGH|Clerk#000000393|0|ts are. even pinto beans at the f
8839|280|F|35944.64|1995-04-12|1-URGENT|Clerk#000000998|0|ully express accounts about the carefully ironic dolphins hag
8864|244|O|57451.05|1997-02-14|5-LOW|Clerk#000000260|0|r accounts according to the regular
8865|190|F|7610.20|1993-05-04|1-URGENT|Clerk#000000333|0|ole slyly carefully unusual theodolites. ironic
8866|394|O|168588.84|1998-02-27|2-HIGH|Clerk#000000622|0|ously furiously even packages. even, unusual pinto beans haggle quickl
8867|14|O|226611.20|1996-12-23|5-LOW|Clerk#000000695|0|accounts haggle fluffily around the fluffily ir
8868|113|F|144389.24|1994-01-29|5-LOW|Clerk#000000453|0|he furiously final requests. fluffily bold accounts beside the idle, pending 
8869|157|F|158326.56|1993-05-21|4-NOT SPECIFIED|Clerk#000000681|0|olites. furiously unusual frays
8870|355|F|86712.90|1993-03-06|4-NOT SPECIFIED|Clerk#000000738|0|s are quickly regular deposit
8871|236|F|34213.51|1993-10-21|4-NOT SPECIFIED|Clerk#000000899|0|y express ideas boost slyly. furiously bold theodolites are silently carefully
8896|26|O|42255.19|1997-01-15|3-MEDIUM|Clerk#000000552|0|ld platelets. quickly 
8897|322|O|246701.73|1997-09-09|2-HIGH|Clerk#000000448|0|posits sleep above the even, ironic theodolites.
8898|338|O|82644.01|1996-08-31|3-MEDIUM|Clerk#000000346|0|iously special warthogs haggle above the furiously 
8899|263|F|93431.77|1993-08-11|1-URGENT|Clerk#000000251|0|he express, special requests breach furiously deposits. furiously final depend
8900|173|O|221634.80|1996-03-31|4-NOT SPECIFIED|Clerk#000000465|0|packages are blithely blithely express courts. even attainments ought to ca
8901|325|O|43015.14|1995-08-21|5-LOW|Clerk#000000939|0|. blithely ironic sauternes boost sly
8902|172|O|15713.63|1995-06-20|2-HIGH|Clerk#000000550|0|ove the regular, bol
8903|13|F|104880.12|1994-08-05|4-NOT SPECIFIED|Clerk#000000063|0|t slyly among the special ideas. final theodolites about the blithel
8928|52|F|12790.73|1994-11-06|3-MEDIUM|Clerk#000000446|0|y bold pinto beans: final requests boost blithel
8929|238|O|122140.75|1997-09-18|4-NOT SPECIFIED|Clerk#000000902|0|ar deposits. furiousl
8930|212|F|53620.54|1994-05-20|3-MEDIUM|Clerk#000000290|0|symptotes boost carefully express gifts; ruthlessly si
8931|190|O|82021.45|1996-05-27|4-NOT SPECIFIED|Clerk#000000154|0|bold requests wake slyly furiously special 
8932|368|F|2346.99|1993-04-24|3-MEDIUM|Clerk#000000431|0|xes? regular accounts haggle quickly slyly even platelets. ir
8933|55|F|31359.56|1993-10-08|2-HIGH|Clerk#000000815|0|efully special packages. carefully regular deposits are within the fur
8934|187|O|187255.95|1996-09-19|3-MEDIUM|Clerk#000000189|0| final deposits sle
8935|298|O|74723.93|1998-03-23|5-LOW|Clerk#000000313|0|among the furious packages. slyly close escapades boost slyly acr
8960|130|F|142115.14|1993-06-06|3-MEDIUM|Clerk#000000354|0|he regular, special gr
8961|334|O|146305.18|1995-06-29|5-LOW|Clerk#000000985|0|regular dolphins. unusual, bold requests use evenly slowly unusual multi
8962|106|O|54828.19|1997-05-09|5-LOW|Clerk#000000326|0|quickly express foxes
8963|424|O|99828.29|1997-03-21|3-MEDIUM|Clerk#000000265|0|carefully after the slyly final warthogs. packages haggle according to the ir
