O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDERPRIORITY | O_CLERK | O_SHIPPRIORITY | O_COMMENT
1984|154|O|89151.95|1998-04-01|1-URGENT|Clerk#000000416|0| slyly special instructions. unusual foxes use packages. carefully regular req
1985|19|F|202853.96|1994-09-02|4-NOT SPECIFIED|Clerk#000000741|0|slyly slyly even pains. slyly reg
1986|446|F|40117.15|1994-05-05|2-HIGH|Clerk#000000609|0|across the theodolites. quick
1987|295|F|6616.31|1994-04-30|2-HIGH|Clerk#000000652|0|gular platelets alongside 
1988|323|O|137442.19|1995-10-06|4-NOT SPECIFIED|Clerk#000000011|0|ly ironic dolphins serve quickly busy accounts. bu
1989|349|F|40127.06|1994-03-16|4-NOT SPECIFIED|Clerk#000000747|0|ely bold pinto beans ha
1990|355|F|58634.15|1994-12-16|2-HIGH|Clerk#000000114|0|e bold patterns. always regul
1991|56|F|162162.64|1992-09-07|4-NOT SPECIFIED|Clerk#000000854|0|ing accounts can haggle at the carefully final Tiresias-- pending, regular
2016|23|O|28673.48|1996-08-16|3-MEDIUM|Clerk#000000641|0|the carefully ironic foxes. requests nag bold, r
2017|302|O|83801.02|1998-05-13|3-MEDIUM|Clerk#000000427|0|nusual requests. blit
2018|53|P|31477.75|1995-04-05|4-NOT SPECIFIED|Clerk#000000920|0|gular accounts wake fur
2019|403|F|45820.41|1992-10-23|1-URGENT|Clerk#000000565|0| furiously bold packages. fluffily fi
2020|218|F|156268.72|1993-06-21|3-MEDIUM|Clerk#000000192|0|es. furiously regular packages above the furiously special theodolites are a
2021|211|O|34482.96|1995-07-15|1-URGENT|Clerk#000000155|0|ong the furiously regular requests. unusual deposits wake fluffily inside
2022|187|F|248807.43|1992-03-15|1-URGENT|Clerk#000000268|0| dependencies sleep fluffily even, ironic deposits. express, silen
2023|355|F|167924.95|1992-05-06|5-LOW|Clerk#000000137|0|ular courts engage according to the
2048|52|F|38398.65|1993-11-15|1-URGENT|Clerk#000000934|0|s cajole after the blithely final accounts. f
2049|91|O|176828.05|1995-12-07|2-HIGH|Clerk#000000859|0|ly regular requests thrash blithely about the fluffily even theodolites. r
2050|82|F|248581.66|1994-06-02|4-NOT SPECIFIED|Clerk#000000821|0|d accounts against the furiously regular packages use bli
2051|115|O|102531.17|1996-03-18|4-NOT SPECIFIED|Clerk#000000333|0|ctions sleep blithely. blithely regu
2052|269|F|167382.38|1992-04-13|2-HIGH|Clerk#000000767|0| requests sleep around the even, even courts. ironic theodolites affix furious
2053|422|F|144464.87|1995-02-07|1-URGENT|Clerk#000000717|0|ar requests: blithely sly accounts boost carefully across t
2054|121|F|171100.78|1992-06-08|4-NOT SPECIFIED|Clerk#000000103|0|l requests affix carefully about the furiously special
2055|292|F|66263.53|1993-09-04|1-URGENT|Clerk#000000067|0|. warhorses affix slyly blithely express instructions? fur
2080|284|F|60712.47|1993-06-18|5-LOW|Clerk#000000190|0|ironic, pending theodolites are carefully about the quickly regular theodolite
2081|358|O|172583.96|1997-07-05|2-HIGH|Clerk#000000136|0|ong the regular theo
2082|146|F|54548.19|1995-01-10|2-HIGH|Clerk#000000354|0|cial accounts. ironic, express dolphins nod slyly sometimes final reques
2083|304|F|33448.92|1993-07-14|3-MEDIUM|Clerk#000000361|0|al patterns. bold, final foxes nag bravely about the furiously express
2084|241|F|242722.85|1993-03-17|2-HIGH|Clerk#000000048|0|zle furiously final, careful packages. slyly ironic ideas amo
2085|148|F|49166.92|1993-11-21|3-MEDIUM|Clerk#000000818|0|ress, express ideas haggle
2086|421|F|234683.66|1994-10-19|1-URGENT|Clerk#000000046|0| permanently regular
2087|148|O|68959.71|1998-01-31|2-HIGH|Clerk#000000626|0|e always regular packages nod against the furiously spec
2112|190|O|20581.82|1997-02-05|2-HIGH|Clerk#000000351|0|against the slyly even id
2113|97|O|80977.92|1997-11-08|2-HIGH|Clerk#000000527|0|slyly regular instruct
2114|236|F|140412.71|1995-01-16|5-LOW|Clerk#000000751|0|r, unusual accounts haggle across the busy platelets. carefully 
2115|313|O|169948.76|1998-05-23|4-NOT SPECIFIED|Clerk#000000101|0|odolites boost. carefully regular excuses cajole. quickly ironic pinto be
2116|67|F|78045.35|1994-08-26|1-URGENT|Clerk#000000197|0|efully after the asymptotes. furiously sp
2117|67|O|169136.94|1997-04-26|2-HIGH|Clerk#000000887|0|ely even dependencies. regular foxes use blithely.
2118|400|O|50584.42|1996-10-09|1-URGENT|Clerk#000000196|0|ial requests wake carefully special packages. f
2119|187|O|41689.72|1996-08-20|2-HIGH|Clerk#000000434|0|uickly pending escapades. fluffily ir
2144|404|F|134791.97|1994-03-29|3-MEDIUM|Clerk#000000546|0|t. carefully quick requests across the deposits wake regu
2145|401|F|22693.52|1992-10-03|1-URGENT|Clerk#000000886|0|sts would snooze blithely alongside of th
2146|353|F|203995.18|1992-09-14|4-NOT SPECIFIED|Clerk#000000476|0|ven packages. dependencies wake slyl
2147|298|F|98289.56|1992-09-06|4-NOT SPECIFIED|Clerk#000000424|0| haggle carefully furiously final foxes. pending escapades thrash. bold theod
2148|385|F|24094.32|1995-04-19|4-NOT SPECIFIED|Clerk#000000517|0|ross the furiously unusual theodolites. always expre
2149|302|F|119159.48|1993-03-13|5-LOW|Clerk#000000555|0|nusual accounts nag furiously special reques
2150|247|F|195624.44|1994-06-03|3-MEDIUM|Clerk#000000154|0|ect slyly against the even, final packages. quickly regular pinto beans wake c
2151|175|O|149024.94|1996-11-11|3-MEDIUM|Clerk#000000996|0|c requests. ironic platelets cajole across the quickly fluffy deposits.
2176|311|F|113891.59|1992-11-10|1-URGENT|Clerk#000000195|0|s haggle regularly accor
2177|406|O|217815.70|1997-01-20|3-MEDIUM|Clerk#000000161|0|ove the blithely unusual packages cajole carefully fluffily special request
2178|25|O|85601.93|1996-12-12|3-MEDIUM|Clerk#000000656|0|thely according to the instructions. furious
2179|124|O|91553.91|1996-09-07|2-HIGH|Clerk#000000935|0|ounts alongside of the furiously unusual braids cajol
2180|226|O|254936.33|1996-09-14|4-NOT SPECIFIED|Clerk#000000650|0|xpress, unusual pains. furiously ironic excu
2181|223|O|118088.37|1995-09-13|3-MEDIUM|Clerk#000000814|0|y against the ironic, even
2182|68|F|143886.83|1994-04-05|2-HIGH|Clerk#000000071|0|ccounts. quickly bold deposits across the excuses sl
2183|337|O|56215.76|1996-06-22|1-URGENT|Clerk#000000287|0| among the express, ironic packages. slyly ironic platelets integrat
2208|203|P|272185.70|1995-05-01|4-NOT SPECIFIED|Clerk#000000900|0|symptotes wake slyly blithely unusual packages.
2209|268|F|156476.00|1992-07-10|2-HIGH|Clerk#000000056|0|er above the slyly silent requests. furiously reg
2210|97|F|36749.05|1992-01-16|2-HIGH|Clerk#000000941|0| believe carefully quickly express pinto beans. deposi
2211|277|F|173775.57|1994-06-30|2-HIGH|Clerk#000000464|0|ffily bold courts e
2212|349|F|19753.23|1994-03-23|3-MEDIUM|Clerk#000000954|0|structions above the unusual requests use fur
2213|364|F|171801.92|1993-01-15|4-NOT SPECIFIED|Clerk#000000598|0|osits are carefully reg
2214|343|O|192645.11|1998-05-05|3-MEDIUM|Clerk#000000253|0|packages. fluffily even accounts haggle blithely. carefully ironic depen
2215|118|O|123982.57|1996-06-16|4-NOT SPECIFIED|Clerk#000000817|0|le final, final foxes. quickly regular gifts are carefully deposit
2240|167|F|202323.29|1992-03-06|4-NOT SPECIFIED|Clerk#000000622|0|accounts against the slyly express foxes are after the slyly regular 
2241|304|F|203190.81|1993-05-11|1-URGENT|Clerk#000000081|0|y about the silent excuses. furiously ironic instructions along the sil
2242|245|O|18683.41|1997-07-20|4-NOT SPECIFIED|Clerk#000000360|0| pending multipliers. carefully express asymptotes use quickl
2243|145|O|13039.31|1995-06-10|2-HIGH|Clerk#000000813|0|ously regular deposits integrate s
2244|382|F|27977.95|1993-01-09|1-URGENT|Clerk#000001000|0|ckages. ironic, ironic accounts haggle blithely express excuses. 
2245|170|F|177565.09|1993-04-28|3-MEDIUM|Clerk#000000528|0|ake carefully. braids haggle slyly quickly b
2246|337|O|101198.74|1996-05-27|4-NOT SPECIFIED|Clerk#000000739|0| final gifts sleep 
2247|284|F|17824.22|1992-08-02|4-NOT SPECIFIED|Clerk#000000947|0|furiously regular packages. final brai
2272|415|F|147366.16|1993-04-13|2-HIGH|Clerk#000000449|0|s. bold, ironic pinto beans wake. silently specia
2273|403|O|179240.36|1996-12-14|5-LOW|Clerk#000000155|0|uickly express foxes haggle quickly against
2274|313|F|68476.66|1993-09-04|4-NOT SPECIFIED|Clerk#000000258|0|nstructions try to hag
2275|445|F|41202.16|1992-10-22|4-NOT SPECIFIED|Clerk#000000206|0| furiously furious platelets. slyly final packa
2276|125|O|178531.20|1996-04-29|4-NOT SPECIFIED|Clerk#000000821|0|ecial requests. fox
2277|268|F|101355.89|1995-01-02|4-NOT SPECIFIED|Clerk#000000385|0|accounts cajole. even i
2278|422|O|113612.36|1998-04-25|3-MEDIUM|Clerk#000000186|0|r pinto beans integrate after the carefully even deposits. blit
2279|239|F|164003.37|1993-02-23|3-MEDIUM|Clerk#000000898|0|de of the quickly unusual instructio
2304|136|F|112744.04|1994-01-07|4-NOT SPECIFIED|Clerk#000000415|0|onic platelets. ironic packages haggle. packages nag doggedly according to
2305|127|F|147701.87|1993-01-26|2-HIGH|Clerk#000000440|0|ove the furiously even acco
2306|82|O|317749.85|1995-07-26|2-HIGH|Clerk#000000975|0| wake furiously requests. permanent requests affix. final packages caj
2307|313|F|75047.89|1993-06-29|5-LOW|Clerk#000000952|0|furiously even asymptotes? carefully regular accounts
2308|73|F|68093.27|1992-10-25|4-NOT SPECIFIED|Clerk#000000609|0|ts. slyly final depo
2309|299|O|187597.22|1995-09-04|5-LOW|Clerk#000000803|0|he carefully pending packages. fluffily stealthy foxes engage carefully
2310|92|O|92725.55|1996-09-20|5-LOW|Clerk#000000917|0|wake carefully. unusual instructions nag ironic, regular excuse
2311|215|P|179708.44|1995-05-02|2-HIGH|Clerk#000000761|0|ly pending asymptotes-- furiously bold excus
2336|425|O|30133.55|1996-01-07|4-NOT SPECIFIED|Clerk#000000902|0|c, final excuses sleep furiously among the even theodolites. f
2337|421|O|50061.98|1997-06-18|4-NOT SPECIFIED|Clerk#000000754|0| quickly. final accounts haggle. carefully final acco
2338|419|O|31175.42|1997-09-15|2-HIGH|Clerk#000000951|0|riously final dugouts. final, ironic packages wake express, ironic id
2339|326|F|76670.63|1993-12-15|5-LOW|Clerk#000000847|0| against the regular 
2340|194|O|40891.81|1996-01-12|1-URGENT|Clerk#000000964|0|ter the deposits sleep according to the slyly regular packages. carefully 
2341|245|F|65475.73|1993-05-30|5-LOW|Clerk#000000443|0|sts-- blithely bold dolphins through the deposits nag blithely carefully re
2342|110|O|127089.72|1996-06-09|1-URGENT|Clerk#000000615|0|oost carefully across the regular accounts. blithely final d
2343|214|O|103797.25|1995-08-21|3-MEDIUM|Clerk#000000170|0|fluffily over the slyly special deposits. quickl
2368|40|F|123047.90|1993-08-20|1-URGENT|Clerk#000000830|0|t the bold instructions. carefully unusual 
2369|329|O|89496.98|1996-12-24|2-HIGH|Clerk#000000752|0|iously even requests are dogged, express 
2370|422|F|78245.64|1994-01-17|1-URGENT|Clerk#000000231|0|lyly final packages. quickly final deposits haggl
2371|56|O|228305.75|1998-01-07|1-URGENT|Clerk#000000028|0|ckages haggle at th
2372|88|O|120046.26|1997-11-21|5-LOW|Clerk#000000342|0|s: deposits haggle along the final ideas. careful
2373|79|F|71177.54|1994-03-12|4-NOT SPECIFIED|Clerk#000000306|0| even, special courts grow quickly. pending,
2374|13|F|136407.97|1993-10-29|4-NOT SPECIFIED|Clerk#000000081|0| blithely regular packages. blithely unusua
2375|16|O|125189.38|1996-11-20|3-MEDIUM|Clerk#000000197|0|unusual, pending theodolites cajole carefully 
2400|110|O|106229.29|1998-07-25|5-LOW|Clerk#000000782|0|nusual courts nag against the carefully unusual pinto b
2401|443|O|103243.64|1997-07-29|4-NOT SPECIFIED|Clerk#000000531|0|ully unusual instructions boost carefully silently regular requests. 
2402|199|O|85579.89|1996-09-06|4-NOT SPECIFIED|Clerk#000000162|0|slyly final sheaves sleep slyly. q
2403|164|O|134541.56|1998-04-11|3-MEDIUM|Clerk#000000820|0|furiously regular deposits use. furiously unusual accounts wake along the 
2404|232|O|122640.49|1997-03-13|4-NOT SPECIFIED|Clerk#000000409|0|deposits breach furiously. ironic foxes haggle carefully bold packag
2405|214|O|130089.09|1996-12-23|3-MEDIUM|Clerk#000000535|0|ular, regular asympto
2406|20|O|217911.68|1996-10-28|5-LOW|Clerk#000000561|0|blithely regular accounts u
2407|161|O|139728.02|1998-06-19|2-HIGH|Clerk#000000068|0|uests affix slyly among the slyly regular depos
2432|307|O|71208.06|1996-07-13|1-URGENT|Clerk#000000115|0|re. slyly even deposits wake bra
2433|91|F|182065.46|1994-08-22|4-NOT SPECIFIED|Clerk#000000324|0|ess patterns are slyly. packages haggle carefu
2434|73|O|158300.96|1997-04-27|3-MEDIUM|Clerk#000000190|0|s. quickly ironic dolphins impress final deposits. blithel
2435|214|F|138898.08|1993-02-21|5-LOW|Clerk#000000112|0|es are carefully along the carefully final instructions. pe
2436|376|O|94583.03|1995-09-11|4-NOT SPECIFIED|Clerk#000000549|0|arefully. blithely bold deposits affix special accounts. final foxes nag. spe
2437|254|F|166431.96|1993-04-21|4-NOT SPECIFIED|Clerk#000000578|0|. theodolites wake slyly-- ironic, pending platelets above the carefully exp
2438|38|F|272706.46|1993-07-15|2-HIGH|Clerk#000000744|0|the final, regular warhorses. regularly 
2439|163|O|56216.97|1997-03-15|2-HIGH|Clerk#000000819|0|lithely after the car
2464|436|O|35708.39|1997-11-23|5-LOW|Clerk#000000633|0|le about the instructions. courts wake carefully even
2465|98|O|211078.82|1995-06-24|1-URGENT|Clerk#000000078|0|al pinto beans. final, bold packages wake quickly
2466|55|F|191834.45|1994-03-06|1-URGENT|Clerk#000000424|0|c pinto beans. express deposits wake quickly. even, final courts nag. package
2467|103|O|9095.73|1995-07-16|4-NOT SPECIFIED|Clerk#000000914|0|pades sleep furiously. sometimes regular packages again
2468|334|O|195081.79|1997-06-09|4-NOT SPECIFIED|Clerk#000000260|0|ickly regular packages. slyly ruthless requests snooze quickly blithe
2469|370|O|225329.08|1996-11-26|5-LOW|Clerk#000000730|0| sleep closely regular instructions. furiously ironic instructi
2470|169|O|128928.42|1997-04-19|3-MEDIUM|Clerk#000000452|0|to the furiously final packages? pa
2471|266|O|40906.59|1998-03-12|4-NOT SPECIFIED|Clerk#000000860|0|carefully blithely regular pac
2496|403|F|167459.72|1994-01-09|2-HIGH|Clerk#000000142|0|slyly. pending instructions sleep. quic
2497|142|F|202513.89|1992-08-27|1-URGENT|Clerk#000000977|0|ily ironic pinto beans. furiously final platelets alongside of t
2498|289|F|57917.98|1993-11-08|5-LOW|Clerk#000000373|0|g the slyly special pinto beans. 
2499|364|O|179946.63|1995-09-24|1-URGENT|Clerk#000000277|0|r the quickly bold foxes. bold instructi
2500|400|F|157764.89|1992-08-15|2-HIGH|Clerk#000000447|0|integrate slyly pending deposits. furiously ironic accounts across the s
2501|200|O|92729.82|1997-05-25|5-LOW|Clerk#000000144|0|ickly special theodolite
2502|209|F|43680.63|1993-05-28|4-NOT SPECIFIED|Clerk#000000914|0|lyly: carefully pending ideas affix again
2503|20|F|214198.01|1993-06-20|3-MEDIUM|Clerk#000000294|0|ly even packages was. ironic, regular deposits unwind furiously across the p
2528|166|F|109832.71|1994-11-20|1-URGENT|Clerk#000000789|0|ular dependencies? regular frays kindle according to the blith
2529|406|O|5144.22|1996-08-20|2-HIGH|Clerk#000000511|0|posits across the silent instructions wake blithely across 
2530|382|F|68935.97|1994-03-21|3-MEDIUM|Clerk#000000291|0|ular instructions about the quic
2531|131|O|179260.32|1996-05-06|4-NOT SPECIFIED|Clerk#000000095|0|even accounts. furiously ironic excuses sleep fluffily. carefully silen
2532|281|O|142510.27|1995-10-11|2-HIGH|Clerk#000000498|0|the blithely pending accounts. regular, regular excuses boost aro
2533|149|O|208514.94|1997-03-24|1-URGENT|Clerk#000000594|0|ecial instructions. spec
2534|226|O|232849.68|1996-07-17|3-MEDIUM|Clerk#000000332|0|packages cajole ironic requests. furiously regular
2535|361|F|84823.98|1993-05-25|5-LOW|Clerk#000000296|0|phins cajole beneath the fluffily express asymptotes. c
2560|394|F|178427.60|1992-09-05|1-URGENT|Clerk#000000538|0|atelets; quickly sly requests
2561|172|O|166082.40|1997-11-14|1-URGENT|Clerk#000000861|0|ual requests. unusual deposits cajole furiously pending, regular platelets. 
2562|25|F|164334.40|1992-08-01|1-URGENT|Clerk#000000467|0|elets. pending dolphins promise slyly. bo
2563|184|F|199340.53|1993-11-19|4-NOT SPECIFIED|Clerk#000000150|0|sly even packages after the furio
2564|229|F|4838.57|1994-09-09|2-HIGH|Clerk#000000718|0|usly regular pinto beans. orbits wake carefully. slyly e
2565|166|O|252554.10|1998-02-28|3-MEDIUM|Clerk#000000032|0|x-ray blithely along
2566|257|F|111471.47|1992-10-10|3-MEDIUM|Clerk#000000414|0|ructions boost bold ideas. idly ironic accounts use according to th
2567|209|O|317394.67|1998-02-27|2-HIGH|Clerk#000000031|0|detect. furiously ironic requests
2592|302|F|9637.72|1993-03-05|4-NOT SPECIFIED|Clerk#000000524|0|ts nag fluffily. quickly stealthy theodolite
2593|274|F|168300.98|1993-09-04|2-HIGH|Clerk#000000468|0|r the carefully final
2594|233|F|119023.61|1992-12-17|1-URGENT|Clerk#000000550|0|ests. theodolites above the blithely even accounts detect furio
2595|223|O|202846.47|1995-12-14|4-NOT SPECIFIED|Clerk#000000222|0|arefully ironic requests nag carefully ideas. 
2596|127|O|91729.04|1996-08-17|1-URGENT|Clerk#000000242|0|requests. ironic, bold theodolites wak
2597|311|F|25718.22|1993-02-04|2-HIGH|Clerk#000000757|0|iously ruthless exc
2598|337|O|100583.21|1996-03-05|3-MEDIUM|Clerk#000000391|0| ironic notornis according to the blithely final requests should 
2599|445|O|72583.61|1996-11-07|2-HIGH|Clerk#000000722|0|ts. slyly regular theodolites wake sil
2624|154|O|33319.28|1996-11-28|5-LOW|Clerk#000000930|0|ic, regular packages
2625|115|F|41053.46|1992-10-14|4-NOT SPECIFIED|Clerk#000000386|0| final deposits. blithely ironic ideas 
2626|412|O|99312.30|1995-09-08|4-NOT SPECIFIED|Clerk#000000289|0|gside of the carefully special packages are furiously after the slyly express 
2627|446|F|33588.69|1992-03-24|3-MEDIUM|Clerk#000000181|0|s. silent, ruthless requests
2628|166|F|195600.31|1993-10-22|5-LOW|Clerk#000000836|0|ajole across the blithely careful accounts. blithely silent deposits sl
2629|412|O|116791.17|1998-04-06|5-LOW|Clerk#000000680|0|uches dazzle carefully even, express excuses. ac
2630|253|F|155102.03|1992-10-24|5-LOW|Clerk#000000712|0|inal theodolites. ironic instructions s
2631|106|F|77648.41|1993-09-24|5-LOW|Clerk#000000833|0| quickly unusual deposits doubt around 
2656|230|F|127804.74|1993-05-04|1-URGENT|Clerk#000000307|0|elets. slyly final accou
2657|74|O|181789.09|1995-10-17|2-HIGH|Clerk#000000160|0| foxes-- slyly final dependencies around the slyly final theodo
2658|41|O|188873.37|1995-09-23|3-MEDIUM|Clerk#000000400|0|bout the slyly regular accounts. ironic, 
2659|247|F|90828.21|1993-12-18|4-NOT SPECIFIED|Clerk#000000758|0|cross the pending requests maintain 
2660|379|O|18637.89|1995-08-05|5-LOW|Clerk#000000480|0|ly finally regular deposits. ironic theodolites cajole
2661|223|O|133414.71|1997-01-04|3-MEDIUM|Clerk#000000217|0|al, regular pinto beans. silently final deposits should have t
2662|112|O|100404.62|1996-08-21|3-MEDIUM|Clerk#000000589|0|bold pinto beans above the slyly final accounts affix furiously deposits. pac
2663|283|O|42969.09|1995-09-06|1-URGENT|Clerk#000000950|0|ar requests. furiously final dolphins along the fluffily spe
2688|293|F|204551.57|1992-01-24|2-HIGH|Clerk#000000720|0|have to nag according to the pending theodolites. sly
2689|304|F|42103.60|1992-04-09|4-NOT SPECIFIED|Clerk#000000698|0|press pains wake. furiously express theodolites alongsid
2690|281|O|270723.46|1996-03-31|3-MEDIUM|Clerk#000000760|0|ravely even theodolites 
2691|19|F|37529.53|1992-04-30|5-LOW|Clerk#000000439|0|es at the regular deposits sleep slyly by the fluffy requests. eve
2692|187|O|29215.28|1997-12-02|3-MEDIUM|Clerk#000000878|0|es. regular asymptotes cajole above t
2693|52|O|75465.77|1996-09-04|1-URGENT|Clerk#000000370|0|ndle never. blithely regular packages nag carefully enticing platelets. ca
2694|358|O|125987.58|1996-03-14|5-LOW|Clerk#000000722|0| requests. bold deposits above the theodol
2695|169|O|162396.37|1996-08-20|1-URGENT|Clerk#000000697|0|ven deposits around the quickly regular packa
2720|91|F|190498.52|1993-06-08|1-URGENT|Clerk#000000948|0|quickly. special asymptotes are fluffily ironi
2721|232|O|78525.39|1996-01-27|2-HIGH|Clerk#000000401|0| ideas eat even, unusual ideas. theodolites are carefully
2722|104|F|60518.70|1994-04-09|5-LOW|Clerk#000000638|0|rding to the carefully quick deposits. bli
2723|178|O|119007.03|1995-10-06|5-LOW|Clerk#000000836|0|nts must have to cajo
2724|412|F|140635.95|1994-09-14|2-HIGH|Clerk#000000217|0| sleep blithely. blithely idle 
2725|266|F|86218.02|1994-05-21|4-NOT SPECIFIED|Clerk#000000835|0|ular deposits. spec
2726|17|F|47806.00|1992-11-27|5-LOW|Clerk#000000470|0| blithely even dinos sleep care
2727|223|O|3977.91|1998-04-19|4-NOT SPECIFIED|Clerk#000000879|0|sual theodolites cajole enticingly above the furiously fin
2752|175|F|219482.15|1993-11-19|2-HIGH|Clerk#000000648|0| carefully regular foxes are quickly quickl
2753|47|F|188000.89|1993-11-30|2-HIGH|Clerk#000000380|0|ending instructions. unusual deposits
2754|433|F|34313.51|1994-04-03|2-HIGH|Clerk#000000960|0|cies detect slyly. 
2755|353|F|119867.93|1992-02-07|4-NOT SPECIFIED|Clerk#000000177|0|ously according to the sly foxes. blithely regular pinto bean
2756|350|F|168891.95|1994-04-18|1-URGENT|Clerk#000000537|0|arefully special warho
2757|227|O|108230.88|1995-07-20|2-HIGH|Clerk#000000216|0| regular requests subl
2758|124|O|42405.32|1998-07-12|5-LOW|Clerk#000000863|0|s cajole according to the carefully special 
2759|349|F|103739.36|1993-11-25|4-NOT SPECIFIED|Clerk#000000071|0|ts. regular, pending pinto beans sleep ab
2784|283|O|125342.24|1998-01-07|1-URGENT|Clerk#000000540|0|g deposits alongside of the silent requests s
2785|439|O|154641.28|1995-07-21|2-HIGH|Clerk#000000098|0|iously pending packages sleep according to the blithely unusual foxe
2786|238|F|210542.43|1992-03-22|2-HIGH|Clerk#000000976|0|al platelets cajole blithely ironic requests. ironic re
2787|310|O|3985.96|1995-09-30|1-URGENT|Clerk#000000906|0|he ironic, regular 
2788|371|F|22789.97|1994-09-22|1-URGENT|Clerk#000000641|0|nts wake across the fluffily bold accoun
2789|109|O|263777.40|1998-03-14|2-HIGH|Clerk#000000972|0|gular patterns boost. carefully even re
2790|76|F|220447.64|1994-08-19|2-HIGH|Clerk#000000679|0| the carefully express deposits sleep slyly 
2791|364|F|185685.84|1994-10-10|2-HIGH|Clerk#000000662|0|as. slyly ironic accounts play furiously bl
2816|172|F|48447.65|1994-09-20|2-HIGH|Clerk#000000289|0|kages at the final deposits cajole furious foxes. quickly 
2817|119|F|88610.05|1994-04-19|3-MEDIUM|Clerk#000000982|0|ic foxes haggle upon the daringly even pinto beans. slyly
2818|145|F|137785.09|1994-12-12|3-MEDIUM|Clerk#000000413|0|eep furiously special ideas. express 
2819|307|F|75131.62|1994-05-05|1-URGENT|Clerk#000000769|0|ngside of the blithely ironic dolphins. furio
2820|55|F|186987.09|1994-05-20|3-MEDIUM|Clerk#000000807|0|equests are furiously. carefu
2821|350|F|47396.34|1993-08-09|3-MEDIUM|Clerk#000000323|0|ng requests. even instructions are quickly express, silent instructi
2822|238|F|51686.62|1993-07-26|2-HIGH|Clerk#000000510|0|furiously against the accounts. unusual accounts aft
2823|235|O|212287.99|1995-09-09|2-HIGH|Clerk#000000567|0|encies. carefully fluffy accounts m
2848|208|F|142499.64|1992-03-10|1-URGENT|Clerk#000000256|0|ly fluffy foxes sleep furiously across the slyly regu
2849|137|O|212147.77|1996-04-30|2-HIGH|Clerk#000000659|0|al packages are after the quickly bold requests. carefully special 
2850|298|O|148914.52|1996-10-02|2-HIGH|Clerk#000000392|0|, regular deposits. furiously pending packages hinder carefully carefully u
2851|434|O|10073.64|1997-09-07|5-LOW|Clerk#000000566|0|Tiresias wake quickly quickly even
2852|268|F|122812.54|1993-01-16|1-URGENT|Clerk#000000740|0|ruthless deposits against the final instructions use quickly al
2853|280|F|132977.05|1994-05-05|2-HIGH|Clerk#000000878|0|the carefully even packages.
2854|415|F|194758.65|1994-06-27|1-URGENT|Clerk#000000010|0| furiously ironic tithes use furiously 
2855|145|F|51743.98|1993-04-04|4-NOT SPECIFIED|Clerk#000000973|0| silent, regular packages sleep 
2880|25|F|166677.44|1992-03-15|2-HIGH|Clerk#000000756|0|ves maintain doggedly spec
2881|296|F|57253.03|1992-05-10|5-LOW|Clerk#000000864|0|uriously. slyly express requests according to the silent dol
2882|361|O|206650.88|1995-08-22|2-HIGH|Clerk#000000891|0|pending deposits. carefully eve
2883|364|F|213193.44|1995-01-23|5-LOW|Clerk#000000180|0|uses. carefully ironic accounts lose fluffil
2884|275|O|84827.24|1997-10-12|3-MEDIUM|Clerk#000000780|0|efully express instructions sleep against
2885|19|F|168621.91|1992-09-19|4-NOT SPECIFIED|Clerk#000000280|0|ly sometimes special excuses. final requests are 
2886|323|F|121709.74|1994-11-13|4-NOT SPECIFIED|Clerk#000000619|0|uctions. ironic packages sle
2887|323|O|34025.59|1997-05-26|5-LOW|Clerk#000000566|0|slyly even pinto beans. slyly bold epitaphs cajole blithely above t
2912|277|F|34086.08|1992-03-12|5-LOW|Clerk#000000186|0|jole blithely above the quickly regular packages. carefully regular pinto bean
2913|127|O|160161.82|1997-07-12|3-MEDIUM|Clerk#000000118|0|mptotes doubt furiously slyly regu
2914|322|F|74316.57|1993-03-03|3-MEDIUM|Clerk#000000543|0|he slyly regular theodolites are furiously sile
2915|278|F|117864.36|1994-03-31|5-LOW|Clerk#000000410|0|ld packages. bold deposits boost blithely. ironic, unusual theodoli
2916|23|O|23572.90|1995-12-27|2-HIGH|Clerk#000000681|0|ithely blithe deposits sleep beyond the
2917|274|O|115460.88|1997-12-09|4-NOT SPECIFIED|Clerk#000000061|0| special dugouts among the special deposi
2918|353|O|25212.09|1996-09-08|3-MEDIUM|Clerk#000000439|0|ular deposits across th
2919|158|F|162177.88|1993-12-10|2-HIGH|Clerk#000000209|0|es. pearls wake quietly slyly ironic instructions--
2944|41|O|167566.57|1997-09-24|4-NOT SPECIFIED|Clerk#000000740|0|deas. permanently special foxes haggle carefully ab
2945|85|O|267327.88|1996-01-03|2-HIGH|Clerk#000000499|0|ons are carefully toward the permanent, bold pinto beans. regu
2946|373|O|112142.41|1996-02-05|5-LOW|Clerk#000000329|0|g instructions about the regular accounts sleep carefully along the pen
2947|209|P|47688.51|1995-04-26|1-URGENT|Clerk#000000464|0|ronic accounts. accounts run furiously d
2948|133|F|121772.19|1994-08-23|5-LOW|Clerk#000000701|0| deposits according to the blithely pending 
2949|409|F|115449.44|1994-04-12|2-HIGH|Clerk#000000184|0|y ironic accounts use. quickly blithe accou
2950|404|O|226707.43|1997-07-06|1-URGENT|Clerk#000000833|0| dolphins around the furiously 
